[s]	[mv]	[s]	[mv]	[s]	[mv]	[s]	[mv]	[s]	[mv]		[s]	v	[s]	v	[s]	v	[s]	v	[s]	v
0.37570000000000003	-59.762	0.37570000000000003	-59.825	0.37570000000000003	-58.142	0.37570000000000003	-62.349	0.37570000000000003	-61.185											
0.3758	-59.779	0.3758	-59.805	0.3758	-58.198	0.3758	-62.306	0.3758	-61.156											
0.3759	-59.821	0.3759	-59.733	0.3759	-58.224	0.3759	-62.263	0.3759	-61.041											
0.376	-59.851	0.376	-59.752	0.376	-58.217	0.376	-62.323	0.376	-61.103											
0.37610000000000005	-59.828	0.37610000000000005	-59.716	0.37610000000000005	-58.188	0.37610000000000005	-62.287	0.37610000000000005	-61.149											
0.37620000000000003	-59.89	0.37620000000000003	-59.739	0.37620000000000003	-58.119	0.37620000000000003	-62.296	0.37620000000000003	-61.113											
0.3763	-59.926	0.3763	-59.69	0.3763	-58.122	0.3763	-62.257	0.3763	-61.133											
0.3764	-59.995	0.3764	-59.601	0.3764	-58.05	0.3764	-62.254	0.3764	-61.11											
0.3765	-60.005	0.3765	-59.667	0.3765	-58.063	0.3765	-62.26	0.3765	-61.143											
0.3766	-59.963	0.3766	-59.598	0.3766	-58.05	0.3766	-62.217	0.3766	-61.189											
0.37670000000000003	-60.012	0.37670000000000003	-59.601	0.37670000000000003	-58.05	0.37670000000000003	-62.234	0.37670000000000003	-61.218											
0.3768	-60.078	0.3768	-59.463	0.3768	-58.0	0.3768	-62.171	0.3768	-61.153											
0.3769	-59.995	0.3769	-59.479	0.3769	-57.984	0.3769	-62.125	0.3769	-61.133											
0.377	-60.081	0.377	-59.404	0.377	-58.017	0.377	-62.073	0.377	-61.113											
0.3771	-60.042	0.3771	-59.456	0.3771	-58.04	0.3771	-62.185	0.3771	-61.185											
0.37720000000000004	-60.065	0.37720000000000004	-59.46	0.37720000000000004	-57.994	0.37720000000000004	-62.145	0.37720000000000004	-61.228											
0.3773	-60.147	0.3773	-59.502	0.3773	-58.004	0.3773	-62.096	0.3773	-61.264											
0.3774	-60.147	0.3774	-59.509	0.3774	-57.984	0.3774	-62.099	0.3774	-61.3											
0.3775	-60.111	0.3775	-59.535	0.3775	-58.089	0.3775	-62.135	0.3775	-61.222											
0.3776	-60.134	0.3776	-59.585	0.3776	-58.082	0.3776	-62.165	0.3776	-61.294											
0.37770000000000004	-60.137	0.37770000000000004	-59.532	0.37770000000000004	-58.105	0.37770000000000004	-62.076	0.37770000000000004	-61.366											
0.3778	-60.104	0.3778	-59.516	0.3778	-58.092	0.3778	-62.004	0.3778	-61.323											
0.3779	-60.127	0.3779	-59.489	0.3779	-58.135	0.3779	-61.964	0.3779	-61.297											
0.378	-60.176	0.378	-59.604	0.378	-58.082	0.378	-62.07	0.378	-61.327											
0.3781	-60.193	0.3781	-59.486	0.3781	-58.165	0.3781	-62.06	0.3781	-61.3											
0.37820000000000004	-60.14	0.37820000000000004	-59.552	0.37820000000000004	-58.027	0.37820000000000004	-62.037	0.37820000000000004	-61.248											
0.3783	-60.186	0.3783	-59.447	0.3783	-58.105	0.3783	-62.02	0.3783	-61.277											
0.3784	-60.196	0.3784	-59.493	0.3784	-58.125	0.3784	-61.948	0.3784	-61.274											
0.3785	-60.13	0.3785	-59.509	0.3785	-58.109	0.3785	-61.928	0.3785	-61.304											
0.3786	-60.091	0.3786	-59.542	0.3786	-58.122	0.3786	-61.918	0.3786	-61.268											
0.37870000000000004	-60.068	0.37870000000000004	-59.532	0.37870000000000004	-58.119	0.37870000000000004	-61.889	0.37870000000000004	-61.35											
0.3788	-60.153	0.3788	-59.456	0.3788	-58.175	0.3788	-61.964	0.3788	-61.34											
0.3789	-60.166	0.3789	-59.558	0.3789	-58.165	0.3789	-61.879	0.3789	-61.3											
0.379	-60.186	0.379	-59.539	0.379	-58.145	0.379	-61.846	0.379	-61.314											
0.3791	-60.245	0.3791	-59.565	0.3791	-58.145	0.3791	-61.777	0.3791	-61.333											
0.37920000000000004	-60.209	0.37920000000000004	-59.565	0.37920000000000004	-58.069	0.37920000000000004	-61.853	0.37920000000000004	-61.379											
0.3793	-60.258	0.3793	-59.581	0.3793	-58.102	0.3793	-61.879	0.3793	-61.419											
0.3794	-60.143	0.3794	-59.601	0.3794	-58.092	0.3794	-61.77	0.3794	-61.373											
0.3795	-60.042	0.3795	-59.552	0.3795	-58.082	0.3795	-61.757	0.3795	-61.31											
0.3796	-60.084	0.3796	-59.571	0.3796	-58.096	0.3796	-61.675	0.3796	-61.261											
0.37970000000000004	-60.117	0.37970000000000004	-59.47	0.37970000000000004	-58.046	0.37970000000000004	-61.761	0.37970000000000004	-61.287											
0.3798	-60.094	0.3798	-59.47	0.3798	-57.967	0.3798	-61.754	0.3798	-61.228											
0.3799	-60.14	0.3799	-59.378	0.3799	-57.967	0.3799	-61.675	0.3799	-61.215											
0.38	-60.002	0.38	-59.525	0.38	-57.938	0.38	-61.646	0.38	-61.254											
0.3801	-59.986	0.3801	-59.407	0.3801	-58.023	0.3801	-61.524	0.3801	-61.189											
0.38020000000000004	-59.989	0.38020000000000004	-59.404	0.38020000000000004	-57.99	0.38020000000000004	-61.494	0.38020000000000004	-61.169											
0.3803	-60.068	0.3803	-59.364	0.3803	-57.977	0.3803	-61.498	0.3803	-61.179											
0.3804	-60.051	0.3804	-59.404	0.3804	-57.902	0.3804	-61.438	0.3804	-61.169											
0.3805	-60.173	0.3805	-59.368	0.3805	-57.846	0.3805	-61.369	0.3805	-61.182											
0.3806	-60.199	0.3806	-59.41	0.3806	-57.921	0.3806	-61.356	0.3806	-61.248											
0.38070000000000004	-60.18	0.38070000000000004	-59.381	0.38070000000000004	-57.885	0.38070000000000004	-61.337	0.38070000000000004	-61.231											
0.3808	-60.163	0.3808	-59.364	0.3808	-57.849	0.3808	-61.307	0.3808	-61.235											
0.3809	-60.114	0.3809	-59.456	0.3809	-57.912	0.3809	-61.284	0.3809	-61.195											
0.381	-60.061	0.381	-59.381	0.381	-57.78	0.381	-61.231	0.381	-61.222											
0.3811	-60.166	0.3811	-59.456	0.3811	-57.81	0.3811	-61.077	0.3811	-61.179											
0.38120000000000004	-60.183	0.38120000000000004	-59.318	0.38120000000000004	-57.81	0.38120000000000004	-61.126	0.38120000000000004	-61.274											
0.38130000000000003	-60.153	0.38130000000000003	-59.269	0.38130000000000003	-57.777	0.38130000000000003	-61.051	0.38130000000000003	-61.297											
0.3814	-60.199	0.3814	-59.348	0.3814	-57.793	0.3814	-61.06	0.3814	-61.202											
0.3815	-60.157	0.3815	-59.351	0.3815	-57.78	0.3815	-60.906	0.3815	-61.129											
0.3816	-60.18	0.3816	-59.332	0.3816	-57.747	0.3816	-60.853	0.3816	-61.281											
0.38170000000000004	-60.166	0.38170000000000004	-59.394	0.38170000000000004	-57.797	0.38170000000000004	-60.883	0.38170000000000004	-61.166											
0.38180000000000003	-60.291	0.38180000000000003	-59.309	0.38180000000000003	-57.787	0.38180000000000003	-60.804	0.38180000000000003	-61.179											
0.3819	-60.249	0.3819	-59.351	0.3819	-57.895	0.3819	-60.758	0.3819	-61.129											
0.382	-60.272	0.382	-59.358	0.382	-57.944	0.382	-60.702	0.382	-61.113											
0.3821	-60.291	0.3821	-59.223	0.3821	-57.941	0.3821	-60.686	0.3821	-61.212											
0.38220000000000004	-60.298	0.38220000000000004	-59.193	0.38220000000000004	-57.849	0.38220000000000004	-60.673	0.38220000000000004	-61.156											
0.38230000000000003	-60.268	0.38230000000000003	-59.249	0.38230000000000003	-57.951	0.38230000000000003	-60.587	0.38230000000000003	-61.254											
0.3824	-60.334	0.3824	-59.246	0.3824	-57.954	0.3824	-60.571	0.3824	-61.166											
0.3825	-60.308	0.3825	-59.289	0.3825	-57.885	0.3825	-60.538	0.3825	-61.182											
0.3826	-60.341	0.3826	-59.193	0.3826	-57.938	0.3826	-60.413	0.3826	-61.179											
0.38270000000000004	-60.318	0.38270000000000004	-59.18	0.38270000000000004	-57.961	0.38270000000000004	-60.449	0.38270000000000004	-61.166											
0.38280000000000003	-60.304	0.38280000000000003	-59.131	0.38280000000000003	-57.902	0.38280000000000003	-60.324	0.38280000000000003	-61.169											
0.3829	-60.36	0.3829	-59.072	0.3829	-58.013	0.3829	-60.308	0.3829	-61.241											
0.383	-60.321	0.383	-59.197	0.383	-57.895	0.383	-60.35	0.383	-61.254											
0.3831	-60.324	0.3831	-59.141	0.3831	-57.915	0.3831	-60.265	0.3831	-61.205											
0.38320000000000004	-60.298	0.38320000000000004	-59.134	0.38320000000000004	-57.984	0.38320000000000004	-60.176	0.38320000000000004	-61.248											
0.38330000000000003	-60.354	0.38330000000000003	-59.131	0.38330000000000003	-57.908	0.38330000000000003	-60.143	0.38330000000000003	-61.225											
0.3834	-60.347	0.3834	-59.115	0.3834	-57.99	0.3834	-60.032	0.3834	-61.212											
0.3835	-60.308	0.3835	-59.069	0.3835	-57.935	0.3835	-59.995	0.3835	-61.238											
0.3836	-60.275	0.3836	-59.101	0.3836	-57.836	0.3836	-59.956	0.3836	-61.202											
0.38370000000000004	-60.295	0.38370000000000004	-59.085	0.38370000000000004	-57.892	0.38370000000000004	-59.94	0.38370000000000004	-61.271											
0.38380000000000003	-60.37	0.38380000000000003	-58.983	0.38380000000000003	-57.912	0.38380000000000003	-59.825	0.38380000000000003	-61.189											
0.3839	-60.357	0.3839	-59.029	0.3839	-57.767	0.3839	-59.788	0.3839	-61.159											
0.384	-60.387	0.384	-59.0	0.384	-57.75	0.384	-59.71	0.384	-61.179											
0.3841	-60.337	0.3841	-58.996	0.3841	-57.79	0.3841	-59.637	0.3841	-61.208											
0.38420000000000004	-60.281	0.38420000000000004	-58.973	0.38420000000000004	-57.724	0.38420000000000004	-59.585	0.38420000000000004	-61.212											
0.38430000000000003	-60.35	0.38430000000000003	-59.052	0.38430000000000003	-57.774	0.38430000000000003	-59.578	0.38430000000000003	-61.251											
0.3844	-60.301	0.3844	-58.931	0.3844	-57.741	0.3844	-59.47	0.3844	-61.291											
0.3845	-60.327	0.3845	-58.963	0.3845	-57.714	0.3845	-59.427	0.3845	-61.228											
0.3846	-60.288	0.3846	-58.924	0.3846	-57.681	0.3846	-59.338	0.3846	-61.264											
0.38470000000000004	-60.39	0.38470000000000004	-58.954	0.38470000000000004	-57.698	0.38470000000000004	-59.17	0.38470000000000004	-61.179											
0.38480000000000003	-60.308	0.38480000000000003	-58.983	0.38480000000000003	-57.622	0.38480000000000003	-59.21	0.38480000000000003	-61.287											
0.3849	-60.242	0.3849	-58.947	0.3849	-57.599	0.3849	-59.108	0.3849	-61.258											
0.385	-60.337	0.385	-58.98	0.385	-57.727	0.385	-59.144	0.385	-61.291											
0.3851	-60.373	0.3851	-59.006	0.3851	-57.695	0.3851	-59.026	0.3851	-61.208											
0.38520000000000004	-60.35	0.38520000000000004	-58.917	0.38520000000000004	-57.626	0.38520000000000004	-58.98	0.38520000000000004	-61.284											
0.38530000000000003	-60.334	0.38530000000000003	-58.911	0.38530000000000003	-57.662	0.38530000000000003	-58.904	0.38530000000000003	-61.231											
0.3854	-60.416	0.3854	-58.97	0.3854	-57.649	0.3854	-58.947	0.3854	-61.261											
0.3855	-60.436	0.3855	-58.963	0.3855	-57.626	0.3855	-58.884	0.3855	-61.258											
0.3856	-60.367	0.3856	-58.914	0.3856	-57.547	0.3856	-58.888	0.3856	-61.218											
0.38570000000000004	-60.472	0.38570000000000004	-59.032	0.38570000000000004	-57.652	0.38570000000000004	-58.769	0.38570000000000004	-61.254											
0.38580000000000003	-60.393	0.38580000000000003	-58.963	0.38580000000000003	-57.573	0.38580000000000003	-58.75	0.38580000000000003	-61.254											
0.3859	-60.393	0.3859	-59.092	0.3859	-57.593	0.3859	-58.668	0.3859	-61.245											
0.386	-60.387	0.386	-59.2	0.386	-57.596	0.386	-58.628	0.386	-61.156											
0.3861	-60.347	0.3861	-59.052	0.3861	-57.606	0.3861	-58.569	0.3861	-61.133											
0.38620000000000004	-60.426	0.38620000000000004	-59.134	0.38620000000000004	-57.471	0.38620000000000004	-58.589	0.38620000000000004	-61.172											
0.38630000000000003	-60.39	0.38630000000000003	-59.009	0.38630000000000003	-57.422	0.38630000000000003	-58.434	0.38630000000000003	-61.133											
0.3864	-60.452	0.3864	-58.98	0.3864	-57.455	0.3864	-58.503	0.3864	-61.172											
0.3865	-60.42	0.3865	-59.019	0.3865	-57.478	0.3865	-58.405	0.3865	-61.162											
0.3866	-60.416	0.3866	-58.99	0.3866	-57.428	0.3866	-58.362	0.3866	-61.215											
0.38670000000000004	-60.436	0.38670000000000004	-59.039	0.38670000000000004	-57.511	0.38670000000000004	-58.299	0.38670000000000004	-61.162											
0.38680000000000003	-60.466	0.38680000000000003	-59.029	0.38680000000000003	-57.491	0.38680000000000003	-58.244	0.38680000000000003	-61.199											
0.3869	-60.512	0.3869	-59.003	0.3869	-57.458	0.3869	-58.27	0.3869	-61.195											
0.387	-60.459	0.387	-58.96	0.387	-57.451	0.387	-58.227	0.387	-61.116											
0.3871	-60.452	0.3871	-58.99	0.3871	-57.491	0.3871	-58.171	0.3871	-61.054											
0.38720000000000004	-60.498	0.38720000000000004	-58.944	0.38720000000000004	-57.557	0.38720000000000004	-58.188	0.38720000000000004	-61.222											
0.38730000000000003	-60.508	0.38730000000000003	-59.003	0.38730000000000003	-57.471	0.38730000000000003	-58.227	0.38730000000000003	-61.205											
0.3874	-60.489	0.3874	-59.075	0.3874	-57.527	0.3874	-58.089	0.3874	-61.222											
0.3875	-60.482	0.3875	-59.184	0.3875	-57.474	0.3875	-58.004	0.3875	-61.182											
0.3876	-60.528	0.3876	-59.092	0.3876	-57.547	0.3876	-58.089	0.3876	-61.159											
0.38770000000000004	-60.561	0.38770000000000004	-59.138	0.38770000000000004	-57.576	0.38770000000000004	-58.01	0.38770000000000004	-61.208											
0.38780000000000003	-60.6	0.38780000000000003	-59.2	0.38780000000000003	-57.593	0.38780000000000003	-58.092	0.38780000000000003	-61.146											
0.3879	-60.604	0.3879	-59.266	0.3879	-57.652	0.3879	-57.931	0.3879	-61.047											
0.388	-60.62	0.388	-59.272	0.388	-57.639	0.388	-57.898	0.388	-61.087											
0.3881	-60.541	0.3881	-59.401	0.3881	-57.58	0.3881	-57.941	0.3881	-61.139											
0.38820000000000005	-60.482	0.38820000000000005	-59.463	0.38820000000000005	-57.563	0.38820000000000005	-57.885	0.38820000000000005	-61.169											
0.38830000000000003	-60.528	0.38830000000000003	-59.466	0.38830000000000003	-57.645	0.38830000000000003	-57.849	0.38830000000000003	-61.139											
0.3884	-60.479	0.3884	-59.575	0.3884	-57.701	0.3884	-57.793	0.3884	-61.1											
0.3885	-60.508	0.3885	-59.499	0.3885	-57.668	0.3885	-57.81	0.3885	-61.185											
0.3886	-60.584	0.3886	-59.532	0.3886	-57.658	0.3886	-57.767	0.3886	-61.159											
0.38870000000000005	-60.623	0.38870000000000005	-59.657	0.38870000000000005	-57.77	0.38870000000000005	-57.688	0.38870000000000005	-61.176											
0.38880000000000003	-60.656	0.38880000000000003	-59.667	0.38880000000000003	-57.737	0.38880000000000003	-57.635	0.38880000000000003	-61.162											
0.3889	-60.682	0.3889	-59.733	0.3889	-57.718	0.3889	-57.724	0.3889	-61.106											
0.389	-60.656	0.389	-59.68	0.389	-57.823	0.389	-57.678	0.389	-61.113											
0.3891	-60.682	0.3891	-59.772	0.3891	-57.747	0.3891	-57.586	0.3891	-61.113											
0.38920000000000005	-60.732	0.38920000000000005	-59.769	0.38920000000000005	-57.787	0.38920000000000005	-57.649	0.38920000000000005	-61.169											
0.38930000000000003	-60.679	0.38930000000000003	-59.848	0.38930000000000003	-57.77	0.38930000000000003	-57.668	0.38930000000000003	-61.176											
0.3894	-60.755	0.3894	-59.903	0.3894	-57.718	0.3894	-57.635	0.3894	-61.149											
0.3895	-60.735	0.3895	-59.854	0.3895	-57.764	0.3895	-57.586	0.3895	-61.162											
0.3896	-60.692	0.3896	-59.808	0.3896	-57.714	0.3896	-57.57	0.3896	-61.333											
0.38970000000000005	-60.738	0.38970000000000005	-59.857	0.38970000000000005	-57.75	0.38970000000000005	-57.517	0.38970000000000005	-61.277											
0.38980000000000004	-60.755	0.38980000000000004	-59.782	0.38980000000000004	-57.688	0.38980000000000004	-57.573	0.38980000000000004	-61.291											
0.3899	-60.702	0.3899	-59.887	0.3899	-57.724	0.3899	-57.488	0.3899	-61.34											
0.39	-60.761	0.39	-59.834	0.39	-57.741	0.39	-57.54	0.39	-61.284											
0.3901	-60.732	0.3901	-59.851	0.3901	-57.632	0.3901	-57.537	0.3901	-61.248											
0.3902	-60.709	0.3902	-59.884	0.3902	-57.721	0.3902	-57.399	0.3902	-61.353											
0.39030000000000004	-60.673	0.39030000000000004	-59.871	0.39030000000000004	-57.668	0.39030000000000004	-57.491	0.39030000000000004	-61.304											
0.3904	-60.699	0.3904	-59.894	0.3904	-57.632	0.3904	-57.415	0.3904	-61.199											
0.3905	-60.748	0.3905	-59.982	0.3905	-57.566	0.3905	-57.428	0.3905	-61.172											
0.3906	-60.689	0.3906	-59.93	0.3906	-57.626	0.3906	-57.366	0.3906	-61.185											
0.3907	-60.748	0.3907	-59.953	0.3907	-57.603	0.3907	-57.392	0.3907	-61.09											
0.39080000000000004	-60.696	0.39080000000000004	-59.926	0.39080000000000004	-57.553	0.39080000000000004	-57.317	0.39080000000000004	-61.07											
0.3909	-60.804	0.3909	-60.002	0.3909	-57.593	0.3909	-57.294	0.3909	-61.018											
0.391	-60.794	0.391	-60.038	0.391	-57.665	0.391	-57.221	0.391	-61.176											
0.3911	-60.745	0.3911	-60.002	0.3911	-57.589	0.3911	-57.221	0.3911	-61.166											
0.3912	-60.83	0.3912	-59.969	0.3912	-57.573	0.3912	-57.254	0.3912	-61.153											
0.39130000000000004	-60.847	0.39130000000000004	-60.104	0.39130000000000004	-57.688	0.39130000000000004	-57.244	0.39130000000000004	-61.156											
0.3914	-60.801	0.3914	-60.114	0.3914	-57.672	0.3914	-57.29	0.3914	-61.116											
0.3915	-60.932	0.3915	-60.291	0.3915	-57.514	0.3915	-57.221	0.3915	-61.077											
0.3916	-60.949	0.3916	-60.16	0.3916	-57.451	0.3916	-57.175	0.3916	-61.225											
0.3917	-60.876	0.3917	-60.189	0.3917	-57.527	0.3917	-57.152	0.3917	-61.199											
0.39180000000000004	-60.821	0.39180000000000004	-60.196	0.39180000000000004	-57.566	0.39180000000000004	-57.077	0.39180000000000004	-61.222											
0.3919	-60.765	0.3919	-60.157	0.3919	-57.52	0.3919	-57.205	0.3919	-61.153											
0.392	-60.768	0.392	-60.173	0.392	-57.534	0.392	-57.037	0.392	-61.11											
0.3921	-60.732	0.3921	-60.147	0.3921	-57.527	0.3921	-57.018	0.3921	-61.028											
0.3922	-60.768	0.3922	-60.262	0.3922	-57.583	0.3922	-57.027	0.3922	-61.054											
0.39230000000000004	-60.768	0.39230000000000004	-60.222	0.39230000000000004	-57.537	0.39230000000000004	-56.975	0.39230000000000004	-61.06											
0.3924	-60.817	0.3924	-60.193	0.3924	-57.458	0.3924	-56.922	0.3924	-61.044											
0.3925	-60.863	0.3925	-60.232	0.3925	-57.435	0.3925	-56.978	0.3925	-60.991											
0.3926	-60.932	0.3926	-60.222	0.3926	-57.465	0.3926	-56.975	0.3926	-61.087											
0.3927	-60.893	0.3927	-60.153	0.3927	-57.435	0.3927	-57.008	0.3927	-60.988											
0.39280000000000004	-60.883	0.39280000000000004	-60.163	0.39280000000000004	-57.412	0.39280000000000004	-56.912	0.39280000000000004	-61.051											
0.3929	-60.913	0.3929	-60.18	0.3929	-57.382	0.3929	-56.968	0.3929	-61.011											
0.393	-61.024	0.393	-60.18	0.393	-57.405	0.393	-57.021	0.393	-60.998											
0.3931	-61.018	0.3931	-60.107	0.3931	-57.419	0.3931	-56.971	0.3931	-60.998											
0.3932	-61.024	0.3932	-60.153	0.3932	-57.428	0.3932	-56.994	0.3932	-60.949											
0.39330000000000004	-61.011	0.39330000000000004	-60.13	0.39330000000000004	-57.399	0.39330000000000004	-56.994	0.39330000000000004	-60.975											
0.3934	-60.959	0.3934	-60.17	0.3934	-57.396	0.3934	-57.034	0.3934	-60.949											
0.3935	-61.008	0.3935	-60.216	0.3935	-57.412	0.3935	-57.054	0.3935	-60.916											
0.3936	-60.982	0.3936	-60.134	0.3936	-57.514	0.3936	-56.968	0.3936	-61.021											
0.3937	-60.962	0.3937	-60.147	0.3937	-57.382	0.3937	-57.149	0.3937	-60.916											
0.39380000000000004	-61.005	0.39380000000000004	-60.219	0.39380000000000004	-57.471	0.39380000000000004	-57.031	0.39380000000000004	-60.929											
0.39390000000000003	-61.044	0.39390000000000003	-60.206	0.39390000000000003	-57.484	0.39390000000000003	-57.09	0.39390000000000003	-60.883											
0.394	-61.064	0.394	-60.327	0.394	-57.435	0.394	-57.037	0.394	-60.922											
0.3941	-61.011	0.3941	-60.331	0.3941	-57.386	0.3941	-56.985	0.3941	-60.942											
0.3942	-60.959	0.3942	-60.285	0.3942	-57.425	0.3942	-57.067	0.3942	-60.959											
0.39430000000000004	-60.939	0.39430000000000004	-60.285	0.39430000000000004	-57.396	0.39430000000000004	-57.103	0.39430000000000004	-60.949											
0.39440000000000003	-60.955	0.39440000000000003	-60.206	0.39440000000000003	-57.34	0.39440000000000003	-57.1	0.39440000000000003	-60.955											
0.3945	-60.995	0.3945	-60.212	0.3945	-57.382	0.3945	-57.047	0.3945	-60.89											
0.3946	-60.998	0.3946	-60.347	0.3946	-57.389	0.3946	-57.093	0.3946	-60.893											
0.3947	-60.922	0.3947	-60.252	0.3947	-57.405	0.3947	-57.211	0.3947	-60.857											
0.39480000000000004	-60.962	0.39480000000000004	-60.222	0.39480000000000004	-57.451	0.39480000000000004	-57.271	0.39480000000000004	-60.834											
0.39490000000000003	-61.028	0.39490000000000003	-60.212	0.39490000000000003	-57.435	0.39490000000000003	-57.234	0.39490000000000003	-60.798											
0.395	-60.893	0.395	-60.16	0.395	-57.553	0.395	-57.326	0.395	-60.932											
0.3951	-60.919	0.3951	-60.166	0.3951	-57.583	0.3951	-57.33	0.3951	-60.936											
0.3952	-60.955	0.3952	-60.203	0.3952	-57.53	0.3952	-57.415	0.3952	-60.807											
0.39530000000000004	-60.995	0.39530000000000004	-60.258	0.39530000000000004	-57.527	0.39530000000000004	-57.448	0.39530000000000004	-60.821											
0.39540000000000003	-61.044	0.39540000000000003	-60.216	0.39540000000000003	-57.52	0.39540000000000003	-57.468	0.39540000000000003	-60.893											
0.3955	-61.028	0.3955	-60.232	0.3955	-57.547	0.3955	-57.53	0.3955	-60.929											
0.3956	-61.067	0.3956	-60.337	0.3956	-57.599	0.3956	-57.527	0.3956	-60.896											
0.3957	-60.975	0.3957	-60.275	0.3957	-57.632	0.3957	-57.553	0.3957	-60.821											
0.39580000000000004	-61.047	0.39580000000000004	-60.308	0.39580000000000004	-57.609	0.39580000000000004	-57.563	0.39580000000000004	-60.903											
0.39590000000000003	-61.034	0.39590000000000003	-60.334	0.39590000000000003	-57.589	0.39590000000000003	-57.639	0.39590000000000003	-60.932											
0.396	-60.978	0.396	-60.324	0.396	-57.586	0.396	-57.714	0.396	-60.913											
0.3961	-61.005	0.3961	-60.311	0.3961	-57.534	0.3961	-57.79	0.3961	-60.814											
0.3962	-61.067	0.3962	-60.314	0.3962	-57.514	0.3962	-57.76	0.3962	-60.936											
0.39630000000000004	-61.047	0.39630000000000004	-60.314	0.39630000000000004	-57.596	0.39630000000000004	-57.704	0.39630000000000004	-60.883											
0.39640000000000003	-61.07	0.39640000000000003	-60.301	0.39640000000000003	-57.56	0.39640000000000003	-57.747	0.39640000000000003	-60.949											
0.3965	-61.041	0.3965	-60.249	0.3965	-57.537	0.3965	-57.741	0.3965	-60.899											
0.3966	-61.011	0.3966	-60.39	0.3966	-57.543	0.3966	-57.787	0.3966	-60.827											
0.3967	-61.044	0.3967	-60.347	0.3967	-57.573	0.3967	-57.79	0.3967	-60.801											
0.39680000000000004	-60.975	0.39680000000000004	-60.281	0.39680000000000004	-57.576	0.39680000000000004	-57.879	0.39680000000000004	-60.886											
0.39690000000000003	-60.939	0.39690000000000003	-60.331	0.39690000000000003	-57.629	0.39690000000000003	-57.905	0.39690000000000003	-60.899											
0.397	-60.975	0.397	-60.295	0.397	-57.606	0.397	-58.004	0.397	-60.811											
0.3971	-61.028	0.3971	-60.281	0.3971	-57.474	0.3971	-58.033	0.3971	-60.771											
0.3972	-61.051	0.3972	-60.311	0.3972	-57.645	0.3972	-58.056	0.3972	-60.715											
0.39730000000000004	-61.051	0.39730000000000004	-60.4	0.39730000000000004	-57.583	0.39730000000000004	-58.053	0.39730000000000004	-60.738											
0.39740000000000003	-61.018	0.39740000000000003	-60.327	0.39740000000000003	-57.599	0.39740000000000003	-58.191	0.39740000000000003	-60.761											
0.3975	-60.991	0.3975	-60.439	0.3975	-57.655	0.3975	-58.066	0.3975	-60.814											
0.3976	-61.064	0.3976	-60.393	0.3976	-57.632	0.3976	-58.105	0.3976	-60.886											
0.3977	-61.034	0.3977	-60.367	0.3977	-57.658	0.3977	-58.122	0.3977	-60.89											
0.39780000000000004	-61.031	0.39780000000000004	-60.502	0.39780000000000004	-57.619	0.39780000000000004	-58.138	0.39780000000000004	-60.778											
0.39790000000000003	-60.985	0.39790000000000003	-60.314	0.39790000000000003	-57.655	0.39790000000000003	-58.184	0.39790000000000003	-60.863											
0.398	-60.998	0.398	-60.364	0.398	-57.576	0.398	-58.184	0.398	-60.821											
0.3981	-61.041	0.3981	-60.443	0.3981	-57.573	0.3981	-58.24	0.3981	-60.873											
0.3982	-61.083	0.3982	-60.492	0.3982	-57.576	0.3982	-58.227	0.3982	-60.807											
0.39830000000000004	-61.044	0.39830000000000004	-60.459	0.39830000000000004	-57.553	0.39830000000000004	-58.247	0.39830000000000004	-60.765											
0.39840000000000003	-60.922	0.39840000000000003	-60.498	0.39840000000000003	-57.622	0.39840000000000003	-58.27	0.39840000000000003	-60.699											
0.3985	-61.001	0.3985	-60.439	0.3985	-57.593	0.3985	-58.191	0.3985	-60.807											
0.3986	-60.988	0.3986	-60.535	0.3986	-57.632	0.3986	-58.26	0.3986	-60.817											
0.3987	-60.876	0.3987	-60.597	0.3987	-57.622	0.3987	-58.211	0.3987	-60.929											
0.39880000000000004	-60.968	0.39880000000000004	-60.574	0.39880000000000004	-57.668	0.39880000000000004	-58.27	0.39880000000000004	-60.936											
0.39890000000000003	-60.913	0.39890000000000003	-60.571	0.39890000000000003	-57.767	0.39890000000000003	-58.385	0.39890000000000003	-60.916											
0.399	-60.919	0.399	-60.59	0.399	-57.708	0.399	-58.408	0.399	-60.857											
0.3991	-60.926	0.3991	-60.633	0.3991	-57.662	0.3991	-58.329	0.3991	-60.932											
0.3992	-60.87	0.3992	-60.643	0.3992	-57.701	0.3992	-58.342	0.3992	-60.899											
0.39930000000000004	-60.811	0.39930000000000004	-60.61	0.39930000000000004	-57.672	0.39930000000000004	-58.29	0.39930000000000004	-60.847											
0.39940000000000003	-60.768	0.39940000000000003	-60.702	0.39940000000000003	-57.632	0.39940000000000003	-58.352	0.39940000000000003	-60.814											
0.3995	-60.751	0.3995	-60.666	0.3995	-57.635	0.3995	-58.29	0.3995	-60.867											
0.3996	-60.755	0.3996	-60.65	0.3996	-57.721	0.3996	-58.303	0.3996	-60.85											
0.3997	-60.686	0.3997	-60.689	0.3997	-57.603	0.3997	-58.316	0.3997	-60.775											
0.39980000000000004	-60.623	0.39980000000000004	-60.781	0.39980000000000004	-57.603	0.39980000000000004	-58.224	0.39980000000000004	-60.896											
0.39990000000000003	-60.636	0.39990000000000003	-60.771	0.39990000000000003	-57.596	0.39990000000000003	-58.293	0.39990000000000003	-60.876											
