[s]	[mv]	[s]	[mv]	[s]	[mv]	[s]	[mv]	[s]	[mv]		[s]	v	[s]	v	[s]	v	[s]	v	[s]	v
1.1232	-65.048	1.1232	-47.173	1.1232	-38.745	1.1232	-41.976	1.1232	-42.762											
1.1233	-65.054	1.1233	-47.176	1.1233	-38.601	1.1233	-42.045	1.1233	-42.762											
1.1234	-65.054	1.1234	-47.311	1.1234	-38.486	1.1234	-42.085	1.1234	-42.696											
1.1235	-65.097	1.1235	-47.41	1.1235	-38.328	1.1235	-42.059	1.1235	-42.68											
1.1236000000000002	-65.094	1.1236000000000002	-47.502	1.1236000000000002	-38.15	1.1236000000000002	-42.009	1.1236000000000002	-42.703											
1.1237000000000001	-65.061	1.1237000000000001	-47.561	1.1237000000000001	-37.861	1.1237000000000001	-42.078	1.1237000000000001	-42.627											
1.1238000000000001	-65.11	1.1238000000000001	-47.656	1.1238000000000001	-37.588	1.1238000000000001	-41.986	1.1238000000000001	-42.713											
1.1239000000000001	-65.103	1.1239000000000001	-47.742	1.1239000000000001	-36.964	1.1239000000000001	-42.026	1.1239000000000001	-42.723											
1.124	-65.057	1.124	-47.798	1.124	-36.103	1.124	-42.042	1.124	-42.706											
1.1241	-65.12	1.1241	-47.909	1.1241	-35.028	1.1241	-41.967	1.1241	-42.752											
1.1242	-65.094	1.1242	-47.946	1.1242	-34.078	1.1242	-41.914	1.1242	-42.739											
1.1243	-65.067	1.1243	-47.992	1.1243	-33.19	1.1243	-42.039	1.1243	-42.719											
1.1244	-65.008	1.1244	-48.159	1.1244	-32.523	1.1244	-41.996	1.1244	-42.739											
1.1245	-64.919	1.1245	-48.264	1.1245	-32.126	1.1245	-41.996	1.1245	-42.765											
1.1246	-65.011	1.1246	-48.425	1.1246	-31.941	1.1246	-41.927	1.1246	-42.772											
1.1247	-65.034	1.1247	-48.458	1.1247	-31.836	1.1247	-41.986	1.1247	-42.795											
1.1248	-64.979	1.1248	-48.702	1.1248	-32.004	1.1248	-41.891	1.1248	-42.847											
1.1249	-64.929	1.1249	-48.767	1.1249	-32.152	1.1249	-41.891	1.1249	-42.785											
1.125	-64.913	1.125	-48.955	1.125	-32.477	1.125	-41.907	1.125	-42.759											
1.1251	-64.965	1.1251	-48.997	1.1251	-32.78	1.1251	-41.852	1.1251	-42.64											
1.1252	-65.021	1.1252	-49.162	1.1252	-33.151	1.1252	-41.822	1.1252	-42.673											
1.1253	-65.005	1.1253	-49.188	1.1253	-33.46	1.1253	-41.815	1.1253	-42.729											
1.1254	-64.985	1.1254	-49.319	1.1254	-33.766	1.1254	-41.776	1.1254	-42.614											
1.1255	-64.956	1.1255	-49.408	1.1255	-34.094	1.1255	-41.7	1.1255	-42.614											
1.1256000000000002	-64.995	1.1256000000000002	-49.52	1.1256000000000002	-34.403	1.1256000000000002	-41.697	1.1256000000000002	-42.598											
1.1257000000000001	-65.005	1.1257000000000001	-49.556	1.1257000000000001	-34.831	1.1257000000000001	-41.74	1.1257000000000001	-42.601											
1.1258000000000001	-65.025	1.1258000000000001	-49.747	1.1258000000000001	-35.169	1.1258000000000001	-41.667	1.1258000000000001	-42.555											
1.1259000000000001	-65.018	1.1259000000000001	-49.786	1.1259000000000001	-35.541	1.1259000000000001	-41.654	1.1259000000000001	-42.506											
1.1260000000000001	-65.011	1.1260000000000001	-49.766	1.1260000000000001	-35.892	1.1260000000000001	-41.575	1.1260000000000001	-42.486											
1.1261	-64.942	1.1261	-49.842	1.1261	-36.218	1.1261	-41.572	1.1261	-42.522											
1.1262	-65.005	1.1262	-49.842	1.1262	-36.537	1.1262	-41.582	1.1262	-42.499											
1.1263	-65.044	1.1263	-50.003	1.1263	-36.901	1.1263	-41.529	1.1263	-42.506											
1.1264	-65.08	1.1264	-50.102	1.1264	-37.299	1.1264	-41.464	1.1264	-42.509											
1.1265	-65.1	1.1265	-50.108	1.1265	-37.592	1.1265	-41.539	1.1265	-42.542											
1.1266	-65.034	1.1266	-50.187	1.1266	-38.032	1.1266	-41.523	1.1266	-42.535											
1.1267	-64.936	1.1267	-50.312	1.1267	-38.295	1.1267	-41.513	1.1267	-42.499											
1.1268	-64.903	1.1268	-50.312	1.1268	-38.581	1.1268	-41.51	1.1268	-42.608											
1.1269	-64.969	1.1269	-50.309	1.1269	-38.841	1.1269	-41.457	1.1269	-42.552											
1.127	-64.929	1.127	-50.246	1.127	-39.163	1.127	-41.474	1.127	-42.469											
1.1271	-64.903	1.1271	-50.276	1.1271	-39.518	1.1271	-41.447	1.1271	-42.522											
1.1272	-64.946	1.1272	-50.404	1.1272	-39.682	1.1272	-41.372	1.1272	-42.562											
1.1273	-64.962	1.1273	-50.348	1.1273	-39.981	1.1273	-41.335	1.1273	-42.512											
1.1274	-64.936	1.1274	-50.388	1.1274	-40.238	1.1274	-41.299	1.1274	-42.483											
1.1275	-64.919	1.1275	-50.43	1.1275	-40.537	1.1275	-41.22	1.1275	-42.519											
1.1276000000000002	-65.018	1.1276000000000002	-50.427	1.1276000000000002	-40.819	1.1276000000000002	-41.293	1.1276000000000002	-42.473											
1.1277000000000001	-64.946	1.1277000000000001	-50.388	1.1277000000000001	-41.027	1.1277000000000001	-41.306	1.1277000000000001	-42.46											
1.1278000000000001	-64.936	1.1278000000000001	-50.407	1.1278000000000001	-41.257	1.1278000000000001	-41.299	1.1278000000000001	-42.414											
1.1279000000000001	-64.834	1.1279000000000001	-50.417	1.1279000000000001	-41.437	1.1279000000000001	-41.253	1.1279000000000001	-42.364											
1.1280000000000001	-64.939	1.1280000000000001	-50.457	1.1280000000000001	-41.812	1.1280000000000001	-41.142	1.1280000000000001	-42.358											
1.1281	-64.883	1.1281	-50.493	1.1281	-41.993	1.1281	-41.066	1.1281	-42.387											
1.1282	-64.84	1.1282	-50.447	1.1282	-42.187	1.1282	-41.076	1.1282	-42.45											
1.1283	-64.85	1.1283	-50.539	1.1283	-42.312	1.1283	-41.007	1.1283	-42.387											
1.1284	-64.768	1.1284	-50.437	1.1284	-42.611	1.1284	-41.007	1.1284	-42.384											
1.1285	-64.752	1.1285	-50.509	1.1285	-42.772	1.1285	-40.951	1.1285	-42.345											
1.1286	-64.755	1.1286	-50.536	1.1286	-42.923	1.1286	-40.944	1.1286	-42.318											
1.1287	-64.814	1.1287	-50.552	1.1287	-43.13	1.1287	-40.856	1.1287	-42.368											
1.1288	-64.808	1.1288	-50.47	1.1288	-43.275	1.1288	-40.879	1.1288	-42.328											
1.1289	-64.821	1.1289	-50.503	1.1289	-43.442	1.1289	-40.754	1.1289	-42.279											
1.129	-64.821	1.129	-50.555	1.129	-43.63	1.129	-40.695	1.129	-42.259											
1.1291	-64.716	1.1291	-50.519	1.1291	-43.781	1.1291	-40.685	1.1291	-42.312											
1.1292	-64.719	1.1292	-50.476	1.1292	-43.876	1.1292	-40.606	1.1292	-42.374											
1.1293	-64.65	1.1293	-50.473	1.1293	-44.06	1.1293	-40.589	1.1293	-42.299											
1.1294	-64.693	1.1294	-50.407	1.1294	-44.179	1.1294	-40.609	1.1294	-42.243											
1.1295	-64.725	1.1295	-50.43	1.1295	-44.366	1.1295	-40.547	1.1295	-42.21											
1.1296000000000002	-64.706	1.1296000000000002	-50.421	1.1296000000000002	-44.481	1.1296000000000002	-40.622	1.1296000000000002	-42.282											
1.1297000000000001	-64.716	1.1297000000000001	-50.49	1.1297000000000001	-44.632	1.1297000000000001	-40.543	1.1297000000000001	-42.226											
1.1298000000000001	-64.742	1.1298000000000001	-50.493	1.1298000000000001	-44.751	1.1298000000000001	-40.524	1.1298000000000001	-42.164											
1.1299000000000001	-64.666	1.1299000000000001	-50.476	1.1299000000000001	-44.964	1.1299000000000001	-40.474	1.1299000000000001	-42.193											
1.1300000000000001	-64.722	1.1300000000000001	-50.444	1.1300000000000001	-45.03	1.1300000000000001	-40.313	1.1300000000000001	-42.253											
1.1301	-64.732	1.1301	-50.404	1.1301	-45.096	1.1301	-40.366	1.1301	-42.226											
1.1302	-64.752	1.1302	-50.388	1.1302	-45.221	1.1302	-40.353	1.1302	-42.193											
1.1303	-64.739	1.1303	-50.365	1.1303	-45.296	1.1303	-40.264	1.1303	-42.249											
1.1304	-64.637	1.1304	-50.411	1.1304	-45.411	1.1304	-40.284	1.1304	-42.223											
1.1305	-64.781	1.1305	-50.381	1.1305	-45.451	1.1305	-40.211	1.1305	-42.262											
1.1306	-64.732	1.1306	-50.398	1.1306	-45.53	1.1306	-40.113	1.1306	-42.276											
1.1307	-64.699	1.1307	-50.411	1.1307	-45.556	1.1307	-40.021	1.1307	-42.259											
1.1308	-64.709	1.1308	-50.348	1.1308	-45.615	1.1308	-39.975	1.1308	-42.164											
1.1309	-64.729	1.1309	-50.332	1.1309	-45.668	1.1309	-39.991	1.1309	-42.246											
1.131	-64.748	1.131	-50.319	1.131	-45.678	1.131	-39.968	1.131	-42.213											
1.1311	-64.785	1.1311	-50.348	1.1311	-45.763	1.1311	-39.971	1.1311	-42.2											
1.1312	-64.775	1.1312	-50.325	1.1312	-45.855	1.1312	-40.001	1.1312	-42.18											
1.1313	-64.709	1.1313	-50.296	1.1313	-45.858	1.1313	-40.001	1.1313	-42.114											
1.1314	-64.66	1.1314	-50.292	1.1314	-45.986	1.1314	-40.004	1.1314	-42.065											
1.1315	-64.656	1.1315	-50.371	1.1315	-45.993	1.1315	-39.978	1.1315	-42.128											
1.1316000000000002	-64.532	1.1316000000000002	-50.325	1.1316000000000002	-46.052	1.1316000000000002	-39.978	1.1316000000000002	-42.111											
1.1317000000000002	-64.561	1.1317000000000002	-50.391	1.1317000000000002	-46.128	1.1317000000000002	-39.975	1.1317000000000002	-42.095											
1.1318000000000001	-64.637	1.1318000000000001	-50.365	1.1318000000000001	-46.167	1.1318000000000001	-40.024	1.1318000000000001	-42.164											
1.1319000000000001	-64.558	1.1319000000000001	-50.358	1.1319000000000001	-46.148	1.1319000000000001	-39.965	1.1319000000000001	-42.207											
1.1320000000000001	-64.564	1.1320000000000001	-50.365	1.1320000000000001	-46.213	1.1320000000000001	-40.037	1.1320000000000001	-42.101											
1.1321	-64.479	1.1321	-50.424	1.1321	-46.18	1.1321	-40.073	1.1321	-42.134											
1.1322	-64.479	1.1322	-50.407	1.1322	-46.187	1.1322	-40.103	1.1322	-42.184											
1.1323	-64.439	1.1323	-50.486	1.1323	-46.217	1.1323	-40.162	1.1323	-42.134											
1.1324	-64.505	1.1324	-50.476	1.1324	-46.213	1.1324	-40.152	1.1324	-42.161											
1.1325	-64.548	1.1325	-50.509	1.1325	-46.144	1.1325	-40.182	1.1325	-42.213											
1.1326	-64.416	1.1326	-50.549	1.1326	-46.246	1.1326	-40.113	1.1326	-42.151											
1.1327	-64.492	1.1327	-50.703	1.1327	-46.305	1.1327	-40.109	1.1327	-42.108											
1.1328	-64.413	1.1328	-50.615	1.1328	-46.266	1.1328	-40.188	1.1328	-42.055											
1.1329	-64.469	1.1329	-50.592	1.1329	-46.358	1.1329	-40.086	1.1329	-42.078											
1.133	-64.426	1.133	-50.779	1.133	-46.292	1.133	-40.149	1.133	-42.108											
1.1331	-64.423	1.1331	-50.779	1.1331	-46.394	1.1331	-40.238	1.1331	-42.085											
1.1332	-64.4	1.1332	-50.753	1.1332	-46.328	1.1332	-40.287	1.1332	-42.072											
1.1333	-64.423	1.1333	-50.838	1.1333	-46.351	1.1333	-40.287	1.1333	-42.078											
1.1334	-64.42	1.1334	-50.864	1.1334	-46.312	1.1334	-40.323	1.1334	-42.095											
1.1335	-64.466	1.1335	-50.864	1.1335	-46.355	1.1335	-40.234	1.1335	-42.049											
1.1336000000000002	-64.42	1.1336000000000002	-50.963	1.1336000000000002	-46.335	1.1336000000000002	-40.379	1.1336000000000002	-41.993											
1.1337000000000002	-64.41	1.1337000000000002	-51.019	1.1337000000000002	-46.381	1.1337000000000002	-40.34	1.1337000000000002	-41.963											
1.1338000000000001	-64.462	1.1338000000000001	-51.081	1.1338000000000001	-46.253	1.1338000000000001	-40.277	1.1338000000000001	-42.003											
1.1339000000000001	-64.446	1.1339000000000001	-50.979	1.1339000000000001	-46.345	1.1339000000000001	-40.346	1.1339000000000001	-41.976											
1.1340000000000001	-64.426	1.1340000000000001	-51.016	1.1340000000000001	-46.318	1.1340000000000001	-40.386	1.1340000000000001	-42.065											
1.1341	-64.341	1.1341	-51.078	1.1341	-46.269	1.1341	-40.363	1.1341	-42.013											
1.1342	-64.374	1.1342	-51.045	1.1342	-46.309	1.1342	-40.231	1.1342	-41.947											
1.1343	-64.416	1.1343	-51.124	1.1343	-46.332	1.1343	-40.271	1.1343	-41.986											
1.1344	-64.367	1.1344	-51.183	1.1344	-46.269	1.1344	-40.162	1.1344	-42.016											
1.1345	-64.308	1.1345	-51.19	1.1345	-46.286	1.1345	-40.05	1.1345	-41.94											
1.1346	-64.272	1.1346	-51.114	1.1346	-46.23	1.1346	-40.04	1.1346	-41.97											
1.1347	-64.259	1.1347	-51.177	1.1347	-46.184	1.1347	-39.962	1.1347	-41.98											
1.1348	-64.324	1.1348	-51.226	1.1348	-46.154	1.1348	-39.948	1.1348	-42.019											
1.1349	-64.295	1.1349	-51.177	1.1349	-46.197	1.1349	-39.929	1.1349	-41.996											
1.135	-64.344	1.135	-51.209	1.135	-46.105	1.135	-39.948	1.135	-41.93											
1.1351	-64.278	1.1351	-51.196	1.1351	-46.269	1.1351	-39.945	1.1351	-41.832											
1.1352	-64.255	1.1352	-51.282	1.1352	-46.144	1.1352	-39.912	1.1352	-41.98											
1.1353	-64.229	1.1353	-51.246	1.1353	-46.21	1.1353	-39.804	1.1353	-41.907											
1.1354	-64.269	1.1354	-51.173	1.1354	-46.095	1.1354	-39.866	1.1354	-41.901											
1.1355	-64.2	1.1355	-51.328	1.1355	-46.088	1.1355	-39.889	1.1355	-41.95											
1.1356000000000002	-64.252	1.1356000000000002	-51.242	1.1356000000000002	-46.023	1.1356000000000002	-39.751	1.1356000000000002	-41.865											
1.1357000000000002	-64.321	1.1357000000000002	-51.19	1.1357000000000002	-46.01	1.1357000000000002	-39.728	1.1357000000000002	-41.842											
1.1358000000000001	-64.354	1.1358000000000001	-51.206	1.1358000000000001	-46.019	1.1358000000000001	-39.63	1.1358000000000001	-41.878											
1.1359000000000001	-64.298	1.1359000000000001	-51.14	1.1359000000000001	-45.97	1.1359000000000001	-39.613	1.1359000000000001	-41.97											
1.1360000000000001	-64.315	1.1360000000000001	-51.137	1.1360000000000001	-46.0	1.1360000000000001	-39.646	1.1360000000000001	-41.97											
1.1361	-64.38	1.1361	-51.131	1.1361	-45.924	1.1361	-39.659	1.1361	-41.825											
1.1362	-64.377	1.1362	-51.019	1.1362	-45.911	1.1362	-39.616	1.1362	-41.802											
1.1363	-64.341	1.1363	-51.055	1.1363	-45.891	1.1363	-39.656	1.1363	-41.861											
1.1364	-64.344	1.1364	-51.108	1.1364	-45.786	1.1364	-39.59	1.1364	-41.815											
1.1365	-64.393	1.1365	-51.039	1.1365	-45.812	1.1365	-39.511	1.1365	-41.891											
1.1366	-64.446	1.1366	-51.029	1.1366	-45.773	1.1366	-39.547	1.1366	-41.848											
1.1367	-64.393	1.1367	-51.052	1.1367	-45.793	1.1367	-39.485	1.1367	-41.812											
1.1368	-64.393	1.1368	-51.075	1.1368	-45.786	1.1368	-39.541	1.1368	-41.829											
1.1369	-64.341	1.1369	-50.979	1.1369	-45.809	1.1369	-39.485	1.1369	-41.865											
1.137	-64.341	1.137	-50.96	1.137	-45.783	1.137	-39.515	1.137	-41.789											
1.1371	-64.341	1.1371	-50.923	1.1371	-45.858	1.1371	-39.524	1.1371	-41.704											
1.1372	-64.4	1.1372	-50.831	1.1372	-45.786	1.1372	-39.469	1.1372	-41.677											
1.1373	-64.341	1.1373	-50.894	1.1373	-45.737	1.1373	-39.34	1.1373	-41.799											
1.1374	-64.292	1.1374	-50.904	1.1374	-45.74	1.1374	-39.298	1.1374	-41.799											
1.1375	-64.282	1.1375	-50.907	1.1375	-45.589	1.1375	-39.298	1.1375	-41.71											
1.1376	-64.285	1.1376	-50.841	1.1376	-45.602	1.1376	-39.215	1.1376	-41.641											
1.1377000000000002	-64.311	1.1377000000000002	-50.779	1.1377000000000002	-45.595	1.1377000000000002	-39.229	1.1377000000000002	-41.674											
1.1378000000000001	-64.361	1.1378000000000001	-50.634	1.1378000000000001	-45.678	1.1378000000000001	-39.212	1.1378000000000001	-41.579											
1.1379000000000001	-64.305	1.1379000000000001	-50.608	1.1379000000000001	-45.618	1.1379000000000001	-39.179	1.1379000000000001	-41.585											
1.1380000000000001	-64.377	1.1380000000000001	-50.677	1.1380000000000001	-45.638	1.1380000000000001	-39.091	1.1380000000000001	-41.414											
1.1381000000000001	-64.331	1.1381000000000001	-50.565	1.1381000000000001	-45.569	1.1381000000000001	-39.051	1.1381000000000001	-41.385											
1.1382	-64.374	1.1382	-50.585	1.1382	-45.599	1.1382	-39.1	1.1382	-41.401											
1.1383	-64.426	1.1383	-50.592	1.1383	-45.566	1.1383	-39.044	1.1383	-41.428											
1.1384	-64.285	1.1384	-50.585	1.1384	-45.569	1.1384	-38.992	1.1384	-41.326											
1.1385	-64.223	1.1385	-50.595	1.1385	-45.569	1.1385	-38.972	1.1385	-41.28											
1.1386	-64.324	1.1386	-50.578	1.1386	-45.556	1.1386	-38.939	1.1386	-41.335											
1.1387	-64.275	1.1387	-50.624	1.1387	-45.444	1.1387	-38.89	1.1387	-41.289											
1.1388	-64.338	1.1388	-50.509	1.1388	-45.467	1.1388	-38.906	1.1388	-41.342											
1.1389	-64.334	1.1389	-50.493	1.1389	-45.378	1.1389	-38.837	1.1389	-41.355											
1.139	-64.41	1.139	-50.542	1.139	-45.26	1.139	-38.805	1.139	-41.395											
1.1391	-64.331	1.1391	-50.552	1.1391	-45.372	1.1391	-38.828	1.1391	-41.332											
1.1392	-64.403	1.1392	-50.506	1.1392	-45.372	1.1392	-38.857	1.1392	-41.362											
1.1393	-64.315	1.1393	-50.486	1.1393	-45.421	1.1393	-38.785	1.1393	-41.276											
1.1394	-64.255	1.1394	-50.486	1.1394	-45.395	1.1394	-38.68	1.1394	-41.299											
1.1395	-64.269	1.1395	-50.476	1.1395	-45.323	1.1395	-38.686	1.1395	-41.316											
1.1396	-64.262	1.1396	-50.457	1.1396	-45.369	1.1396	-38.666	1.1396	-41.237											
1.1397000000000002	-64.196	1.1397000000000002	-50.398	1.1397000000000002	-45.204	1.1397000000000002	-38.555	1.1397000000000002	-41.345											
1.1398000000000001	-64.177	1.1398000000000001	-50.381	1.1398000000000001	-45.375	1.1398000000000001	-38.496	1.1398000000000001	-41.296											
1.1399000000000001	-64.203	1.1399000000000001	-50.384	1.1399000000000001	-45.375	1.1399000000000001	-38.42	1.1399000000000001	-41.227											
1.1400000000000001	-64.117	1.1400000000000001	-50.266	1.1400000000000001	-45.293	1.1400000000000001	-38.43	1.1400000000000001	-41.25											
1.1401000000000001	-64.177	1.1401000000000001	-50.214	1.1401000000000001	-45.244	1.1401000000000001	-38.331	1.1401000000000001	-41.266											
1.1402	-64.229	1.1402	-50.243	1.1402	-45.168	1.1402	-38.351	1.1402	-41.174											
1.1403	-64.226	1.1403	-50.151	1.1403	-45.102	1.1403	-38.344	1.1403	-41.174											
1.1404	-64.157	1.1404	-50.181	1.1404	-45.168	1.1404	-38.233	1.1404	-41.096											
1.1405	-64.275	1.1405	-50.2	1.1405	-45.076	1.1405	-38.101	1.1405	-41.102											
1.1406	-64.292	1.1406	-50.105	1.1406	-45.076	1.1406	-38.088	1.1406	-41.046											
1.1407	-64.269	1.1407	-49.974	1.1407	-45.06	1.1407	-38.006	1.1407	-41.063											
1.1408	-64.2	1.1408	-49.983	1.1408	-45.109	1.1408	-38.019	1.1408	-40.948											
1.1409	-64.272	1.1409	-49.947	1.1409	-45.086	1.1409	-38.055	1.1409	-40.882											
1.141	-64.157	1.141	-49.964	1.141	-45.073	1.141	-37.976	1.141	-40.898											
1.1411	-64.2	1.1411	-50.023	1.1411	-45.099	1.1411	-37.914	1.1411	-40.846											
1.1412	-64.232	1.1412	-49.98	1.1412	-45.083	1.1412	-37.795	1.1412	-40.846											
1.1413	-64.315	1.1413	-49.964	1.1413	-45.02	1.1413	-37.786	1.1413	-40.842											
1.1414	-64.242	1.1414	-49.868	1.1414	-44.994	1.1414	-37.726	1.1414	-40.787											
1.1415	-64.19	1.1415	-49.951	1.1415	-44.951	1.1415	-37.549	1.1415	-40.711											
1.1416	-64.226	1.1416	-49.793	1.1416	-44.803	1.1416	-37.457	1.1416	-40.698											
1.1417000000000002	-64.252	1.1417000000000002	-49.872	1.1417000000000002	-44.859	1.1417000000000002	-37.539	1.1417000000000002	-40.675											
1.1418000000000001	-64.226	1.1418000000000001	-49.868	1.1418000000000001	-44.82	1.1418000000000001	-37.302	1.1418000000000001	-40.626											
1.1419000000000001	-64.278	1.1419000000000001	-49.773	1.1419000000000001	-44.675	1.1419000000000001	-37.256	1.1419000000000001	-40.655											
1.1420000000000001	-64.278	1.1420000000000001	-49.747	1.1420000000000001	-44.714	1.1420000000000001	-37.174	1.1420000000000001	-40.53											
1.1421000000000001	-64.173	1.1421000000000001	-49.826	1.1421000000000001	-44.613	1.1421000000000001	-37.049	1.1421000000000001	-40.52											
1.1422	-64.203	1.1422	-49.717	1.1422	-44.544	1.1422	-36.921	1.1422	-40.524											
1.1423	-64.259	1.1423	-49.674	1.1423	-44.478	1.1423	-36.8	1.1423	-40.52											
1.1424	-64.252	1.1424	-49.674	1.1424	-44.399	1.1424	-36.75	1.1424	-40.432											
1.1425	-64.282	1.1425	-49.635	1.1425	-44.396	1.1425	-36.625	1.1425	-40.435											
1.1426	-64.213	1.1426	-49.655	1.1426	-44.284	1.1426	-36.579	1.1426	-40.395											
1.1427	-64.275	1.1427	-49.684	1.1427	-44.208	1.1427	-36.402	1.1427	-40.277											
1.1428	-64.246	1.1428	-49.635	1.1428	-44.185	1.1428	-36.336	1.1428	-40.195											
1.1429	-64.144	1.1429	-49.642	1.1429	-44.087	1.1429	-36.205	1.1429	-40.162											
1.143	-64.17	1.143	-49.648	1.143	-44.021	1.143	-36.053	1.143	-40.172											
1.1431	-64.081	1.1431	-49.694	1.1431	-44.034	1.1431	-35.836	1.1431	-40.123											
1.1432	-64.065	1.1432	-49.681	1.1432	-43.995	1.1432	-35.603	1.1432	-40.126											
1.1433	-64.022	1.1433	-49.776	1.1433	-43.952	1.1433	-35.547	1.1433	-40.024											
1.1434	-63.894	1.1434	-49.619	1.1434	-43.889	1.1434	-35.242	1.1434	-40.047											
1.1435	-63.891	1.1435	-49.691	1.1435	-43.824	1.1435	-34.998	1.1435	-39.935											
1.1436	-63.795	1.1436	-49.661	1.1436	-43.676	1.1436	-34.561	1.1436	-39.876											
1.1437000000000002	-63.802	1.1437000000000002	-49.55	1.1437000000000002	-43.679	1.1437000000000002	-34.009	1.1437000000000002	-39.945											
1.1438000000000001	-63.746	1.1438000000000001	-49.635	1.1438000000000001	-43.663	1.1438000000000001	-33.075	1.1438000000000001	-39.955											
1.1439000000000001	-63.72	1.1439000000000001	-49.625	1.1439000000000001	-43.564	1.1439000000000001	-32.208	1.1439000000000001	-39.876											
1.1440000000000001	-63.683	1.1440000000000001	-49.559	1.1440000000000001	-43.472	1.1440000000000001	-31.284	1.1440000000000001	-39.866											
1.1441000000000001	-63.529	1.1441000000000001	-49.563	1.1441000000000001	-43.403	1.1441000000000001	-30.63	1.1441000000000001	-39.843											
1.1442	-63.476	1.1442	-49.418	1.1442	-43.426	1.1442	-30.17	1.1442	-39.866											
1.1443	-63.486	1.1443	-49.388	1.1443	-43.396	1.1443	-29.848	1.1443	-39.804											
1.1444	-63.361	1.1444	-49.323	1.1444	-43.347	1.1444	-29.779	1.1444	-39.731											
1.1445	-63.296	1.1445	-49.227	1.1445	-43.301	1.1445	-29.933	1.1445	-39.692											
1.1446	-63.204	1.1446	-49.244	1.1446	-43.327	1.1446	-30.055	1.1446	-39.672											
1.1447	-63.266	1.1447	-49.191	1.1447	-43.331	1.1447	-30.393	1.1447	-39.577											
1.1448	-63.223	1.1448	-49.158	1.1448	-43.347	1.1448	-30.692	1.1448	-39.597											
1.1449	-63.24	1.1449	-49.168	1.1449	-43.327	1.1449	-30.932	1.1449	-39.505											
1.145	-63.128	1.145	-49.043	1.145	-43.294	1.145	-31.274	1.145	-39.531											
1.1451	-63.151	1.1451	-48.997	1.1451	-43.344	1.1451	-31.708	1.1451	-39.429											
1.1452	-63.046	1.1452	-48.961	1.1452	-43.403	1.1452	-32.119	1.1452	-39.406											
1.1453	-63.066	1.1453	-48.909	1.1453	-43.278	1.1453	-32.563	1.1453	-39.393											
1.1454	-62.98	1.1454	-48.886	1.1454	-43.321	1.1454	-32.921	1.1454	-39.413											
1.1455	-63.0	1.1455	-48.948	1.1455	-43.452	1.1455	-33.246	1.1455	-39.304											
1.1456	-62.927	1.1456	-48.859	1.1456	-43.482	1.1456	-33.526	1.1456	-39.449											
1.1457000000000002	-62.868	1.1457000000000002	-48.932	1.1457000000000002	-43.584	1.1457000000000002	-33.963	1.1457000000000002	-39.432											
1.1458000000000002	-62.885	1.1458000000000002	-48.932	1.1458000000000002	-43.63	1.1458000000000002	-34.239	1.1458000000000002	-39.367											
1.1459000000000001	-62.78	1.1459000000000001	-48.882	1.1459000000000001	-43.58	1.1459000000000001	-34.643	1.1459000000000001	-39.367											
1.1460000000000001	-62.865	1.1460000000000001	-48.83	1.1460000000000001	-43.64	1.1460000000000001	-35.031	1.1460000000000001	-39.288											
1.1461000000000001	-62.881	1.1461000000000001	-48.761	1.1461000000000001	-43.659	1.1461000000000001	-35.334	1.1461000000000001	-39.235											
1.1462	-62.776	1.1462	-48.757	1.1462	-43.722	1.1462	-35.767	1.1462	-39.261											
1.1463	-62.776	1.1463	-48.688	1.1463	-43.719	1.1463	-36.06	1.1463	-39.222											
1.1464	-62.789	1.1464	-48.577	1.1464	-43.722	1.1464	-36.349	1.1464	-39.16											
1.1465	-62.783	1.1465	-48.586	1.1465	-43.745	1.1465	-36.698	1.1465	-39.084											
1.1466	-62.724	1.1466	-48.468	1.1466	-43.751	1.1466	-36.915	1.1466	-39.173											
1.1467	-62.743	1.1467	-48.333	1.1467	-43.748	1.1467	-37.233	1.1467	-39.044											
1.1468	-62.714	1.1468	-48.389	1.1468	-43.768	1.1468	-37.519	1.1468	-39.114											
1.1469	-62.648	1.1469	-48.396	1.1469	-43.843	1.1469	-37.72	1.1469	-38.982											
1.147	-62.651	1.147	-48.254	1.147	-43.82	1.147	-38.009	1.147	-38.933											
1.1471	-62.615	1.1471	-48.261	1.1471	-43.86	1.1471	-38.279	1.1471	-38.913											
1.1472	-62.569	1.1472	-48.245	1.1472	-43.929	1.1472	-38.459	1.1472	-38.989											
1.1473	-62.546	1.1473	-48.218	1.1473	-43.955	1.1473	-38.762	1.1473	-39.048											
1.1474	-62.5	1.1474	-48.179	1.1474	-43.978	1.1474	-38.867	1.1474	-38.906											
1.1475	-62.431	1.1475	-48.123	1.1475	-44.074	1.1475	-39.107	1.1475	-38.877											
1.1476	-62.48	1.1476	-48.074	1.1476	-44.189	1.1476	-39.278	1.1476	-38.906											
1.1477000000000002	-62.517	1.1477000000000002	-47.936	1.1477000000000002	-44.08	1.1477000000000002	-39.498	1.1477000000000002	-38.936											
1.1478000000000002	-62.513	1.1478000000000002	-47.932	1.1478000000000002	-44.126	1.1478000000000002	-39.616	1.1478000000000002	-38.811											
1.1479000000000001	-62.559	1.1479000000000001	-47.807	1.1479000000000001	-44.083	1.1479000000000001	-39.876	1.1479000000000001	-38.877											
1.1480000000000001	-62.494	1.1480000000000001	-47.847	1.1480000000000001	-44.087	1.1480000000000001	-39.929	1.1480000000000001	-38.837											
