"","Class","Name","InChIKey","CID","CAS","model.response"
"109","arom","eugenol","RRAFCDWBNXTKKO-UHFFFAOYSA-N","3314","97-53-0",0.73
"111","arom","2-hydroxy-anisole","LHGVFZTZFXWLCP-UHFFFAOYSA-N","460","90-05-1",0.7
"114","arom","4-isopropylbenzaldehyde","WTWBUQJHJGUZCY-UHFFFAOYSA-N","326","122-03-2",0.088
"115","arom","4-methoxybenzene","RDOXTESZEPMUJZ-UHFFFAOYSA-N","7519","100-66-3",0.088
"116","arom","4-allyl-1,2-dimethoxybenzene","ZYEMGPIYFIJGTP-UHFFFAOYSA-N","7127","93-15-2",0.772
"118","arom","benzyl cyanide","SUSQOBVLVYHIEX-UHFFFAOYSA-N","8794","140-29-4",-0.014
"119","arom","iso-eugenol","BJIOGJUNALELMI-ONEGZZNKSA-N","853433","97-54-1",0.714
"120","arom","4-methylphenol","IWDCLRJOBJJRNH-UHFFFAOYSA-N","2879","106-44-5",0.64
"121","arom","4-ethylphenol","HXDOZKJGKXYMEW-UHFFFAOYSA-N","31242","123-07-9",0.707
"126","arom","benzyl acetate","QUKGYYKBILRGFE-UHFFFAOYSA-N","8785","140-11-4",0.027
"127","arom","4-propylphenol","KLSLBUSXWBJMEC-UHFFFAOYSA-N","12580","645-56-7",0.241
"131","arom","4hydroxy-3-methoxybenzaldehyde","MWOOGOJBHIARFG-UHFFFAOYSA-N","1183","121-33-5",0.088
"135","alcohol","1-butanol","LRHPLDYGYMQRHN-UHFFFAOYSA-N","263","71-36-3",0.025
"137","alcohol","1-hexanol","ZSIAUFGUXNUGDI-UHFFFAOYSA-N","8103","111-27-3",0.118
"141","alcohol","3-methyl-butanol","PHTQWCKDNZKARW-UHFFFAOYSA-N","31260","123-51-3",0.069
"144","alcohol","1-octen-3-ol","VSMOENVRRABVKN-UHFFFAOYSA-N","18827","3391-86-4",0.09
"153","alcohol","4-methylcyclohexanol","MQWCXKGKQLNYQG-UHFFFAOYSA-N","11524","589-91-3",0.083
"155","alcohol","3-octanol","NMRPBPVERJPACX-UHFFFAOYSA-N","11527","589-98-0",0.01
"162","alcohol","isobutyl alcohol","ZXEKIIBDNHEJCQ-UHFFFAOYSA-N","6560","78-83-1",0.033
"164","ester","ethyl acetate","XEKOWRVHYACXOJ-UHFFFAOYSA-N","8857","141-78-6",0.008
"165","ester","propyl acetate","YKYONYBAUNKHLG-UHFFFAOYSA-N","7997","109-60-4",0.039
"170","ester","isopentyl acetate","MLFHJEHSLIIPHL-UHFFFAOYSA-N","31276","123-92-2",0.029
"173","ester","ethyl butyrate","OBNCKNCVKJNDBV-UHFFFAOYSA-N","7762","105-54-4",0.046
"191","ester","butyl hexanoate","RPRPDTXKGSIXMD-UHFFFAOYSA-N","12294","626-82-4",0.015
"192","N ring","indole","SIKJAQJRHWYJAI-UHFFFAOYSA-N","798","120-72-9",0.001
"200","ester","butyl butanoate","XUPYJHCZDLZNFP-UHFFFAOYSA-N","7983","109-21-7",0.045
"201","ester","ethyl pentanoate","ICMAFTSLXCXHRK-UHFFFAOYSA-N","10882","539-82-2",-0.012
"204","ester","propyl hexanoate","HTUIWRWYYVBCFT-UHFFFAOYSA-N","12293","626-77-7",0.076
"209","ester","isopropyl tiglate","VUPBIVVRPJDWNW-FNORWQNLSA-N","5367745","1733-25-1",0.1
"218","O ring","gamma-valerolactone","GAEKPEKOJKCEMS-UHFFFAOYSA-N","7921","108-29-2",0.01
"221","other","oil","solvent","solvent","solvent",0.031
"227","N ring","pyrrolidine","RWRDLPDLKQPQOW-UHFFFAOYSA-N","31268","123-75-1",0.013
"228","other","11-cis vaccenyl acetate","QSZKEDWVAOAFQY-HJWRWDBZSA-N","5363286","6186-98-7",0.022
"234","other","hexane","VLKZOEOYAKHREP-UHFFFAOYSA-N","8058","110-54-3",0.076
"243",NA,"isopropyl benzoate","FEXQDZTYJVXMOS-UHFFFAOYSA-N","13654","939-48-0",0.155
"245",NA,"phenylethyl propionate","HVGZQCSMLUDISR-UHFFFAOYSA-N","31225","122-70-3",-0.003
"246",NA,"phenol","ISWSIDIOOBJBQZ-UHFFFAOYSA-N","996","1336-35-2",0.006
"254",NA,"isoamyl benzoate","MLLAPOCBLWUFAP-UHFFFAOYSA-N","7193","94-46-2",0.003
"256",NA,"2-nonanol","NGDNVOAEIVQRFH-UHFFFAOYSA-N","12367","74683-66-2",0.174
"260",NA,"isoamyl butyrate","PQLMXFQTAMDXIZ-UHFFFAOYSA-N","7795","106-27-4",0.01
"263",NA,"3-octanone","RHLVCLIPMVJYKS-UHFFFAOYSA-N","246728","106-68-3",0.016
"265",NA,"propyl benzoate","UDEWPOVQBGFNGE-UHFFFAOYSA-N","16846","2315-68-6",0.094
"268",NA,"isobutyl tiglate","XDEGQMQKHFPBEW-VMPITWQZSA-N","5367807","61692-84-0",0.033
"269",NA,"isopentyl hexanoate","XVSZRAWFCDHCBP-UHFFFAOYSA-N","16617","2198-61-0",0.241
"271",NA,"2-methoxy-4-vinyl phenol","YOMSJEATGXXYPX-UHFFFAOYSA-N","332","7786-61-0",0.71
"273",NA,"isopropyl isopentanoate","ZOIRKXLFEHOVER-UHFFFAOYSA-N","61914","32665-23-9",0.066
"286",NA,"pyrazine","KYQCOXFCLRTKLS-UHFFFAOYSA-N","9261","290-37-9",0.031
"289",NA,"phenylacetone","QCCDLTOVEPVEJK-UHFFFAOYSA-N","7678","103-79-7",0.017
"300",NA,"alpha-terpinene","YHQGMYUVUMAZJR-UHFFFAOYSA-N","7462","99-86-5",0.006
"306","ester","ethyl 3-methylsulfanylpropanoate","YSNWHRKJEKWJNY-UHFFFAOYSA-N","61592","13327-56-5",0.057
"312",NA,"chlorine","ZKQDCIXGCQPQNV-UHFFFAOYSA-N","24341","7778-54-3",0.082
"313",NA,"methyldiethanolamine","CRVGTESFCCXCTH-UHFFFAOYSA-N","7767","105-59-9",-0.013
"314",NA,"ethyldiethanolamine","AKNUHUCEWALCOI-UHFFFAOYSA-O","6950113","139-87-7",-0.005
"315",NA,"diethyl phosphite","OSPSWZSRKYCQPF-UHFFFAOYSA-N","6327349","1809-19-4",-0.005
"316",NA,"triethyl phosphite","BDZBKCUKTQZUTL-UHFFFAOYSA-N","31215","122-52-1",-0.008
"317",NA,"2,3-dimethyl-2,3-dinitrobutane","DWCLXOREGBLXTD-UHFFFAOYSA-N","77577","3964-18-9",-0.025
"318",NA,"2-ethyl-1-hexanol","YIWUKEYIRIRTPP-UHFFFAOYSA-N","7720","104-76-7",0.088
"319",NA,"hexamine","VKYKSIONXSXAKP-UHFFFAOYSA-N","4101","100-97-0",-0.002
"320",NA,"hydrogen peroxide","MHAJPDPJQMAIIY-UHFFFAOYSA-N","784","7722-84-1",-0.005
"321",NA,"nitric acid","GRYLNZFGIOXLOG-UHFFFAOYSA-N","944","7697-37-2",-0.002
"322",NA,"nitromethane","LYGJENNIWJXYER-UHFFFAOYSA-N","6375","75-52-5",0.022
"323",NA,"acetic anhydride","WFDIJRYMOXRFFG-UHFFFAOYSA-N","7918","108-24-7",0
"324",NA,"formamide","ZHNUHDYFZUAESO-UHFFFAOYSA-N","713","75-12-7",-0.005
"325",NA,"1-phenyl-2-nitropropene","WGSVFWFSJDAYBM-BQYQJAHWSA-N","1549520","705-60-2",-0.015
"326",NA,"safrole","ZMQAAUBTXCXRIC-UHFFFAOYSA-N","5144","94-59-7",0.115
"327",NA,"diazinon","FHIVAFMUCKRCQO-UHFFFAOYSA-N","3017","333-41-5",-0.03
"328",NA,"endosulfan","RDYMFSUJUZBWLH-UHFFFAOYSA-N","3224","115-29-7",-0.015
"329",NA,"potassium perchlorate","YLMGFJXSLBMXHK-UHFFFAOYSA-M","24247","7778-74-7",-0.01
"330",NA,"sodium perchlorate","BAZAXWOYCMUHIX-UHFFFAOYSA-M","24247","7601-89-0",-0.01
"331",NA,"sulfur","RWSOTUBLDIXVET-UHFFFAOYSA-N","402","7704-34-9",-0.013
"332",NA,"cyclotrimethylenetrinitramine","XTFIVUDBNACUBN-UHFFFAOYSA-N","8490","121-82-4",-0.02
"333",NA,"hexamethylene triperoxide-diamine","HMWPNDNFTFSCEB-UHFFFAOYSA-N","61101","283-66-9",-0.018
"334",NA,"nitroglycerin","SNIOPGDIGTZGOP-UHFFFAOYSA-N","4510","55-63-0",-0.02
"335",NA,"pentaerythritol tetranitrate","TZRXHJWUDPFEEY-UHFFFAOYSA-N","6518","78-11-5",-0.008
"336",NA,"triacetone triperoxide","ZTLXICJMNFREPA-UHFFFAOYSA-N","4380970","17088-37-8",-0.018
"337",NA,"2,4,6-trinitrotoluene","SPSSULHKWOKEEL-UHFFFAOYSA-N","8376","118-96-7",-0.01
"372","aromatics","cis-3-hexenyl benzoate","BCOXBEHFBZOJJZ-ARJAWSKDSA-N","5367706","25152-85-6",0.063
"377","amine","1-methylindole","BLRHMMGNCXNXJL-UHFFFAOYSA-N","11781","603-76-9",0.033
"397","terpenes","farnesene","CXENHBSYCFFKJS-VDQVFBMKSA-N","5281516","502-61-4",0.1
"401","aromatics","acetovanillone","DFYRUELUNQRZTB-UHFFFAOYSA-N","2214","498-02-2",0.143
"402","sulfide","2-mercaptoethanol","DGVVWUTYPXICAM-UHFFFAOYSA-N","1567","60-24-2",0.057
"405","alcohol","1,2-propanediol","DNIAPMSPPWPWGF-UHFFFAOYSA-N","1030","57-55-6",0.033
"420","aromatics","4-vinylphenol","FUGYGGDSWSUORM-UHFFFAOYSA-N","62453","2628-17-3",0.131
"421","aromatics","4-phenyl-2-butanol","GDWRKZLROIFUML-UHFFFAOYSA-N","61302","2344-70-9",0.063
"435","aromatics","3-ethylphenol","HMNKTRSOROOSPP-UHFFFAOYSA-N","12101","620-17-7",0.693
"439","esters","methyl cedryl ether","HRGPYCVTDOECMG-WALBABNVSA-N","88288","19870-74-7",0.112
"445","terpenes","ocimene","IHPKGUQCSIINRJ-CSKARUKUSA-N","5281553","13877-91-3",0.016
"452","aromatics","phenethyl isobutyrate","JDQVBGQWADMTAM-UHFFFAOYSA-N","7655","103-48-0",0.015
"462","terpenes","bornyl acetate","KGEKLUUHTZCSIP-UHFFFAOYSA-N","6448","76-49-3",0
"471","aromatics","isobutyl benzoate","KYZHGEFMXZOSJN-UHFFFAOYSA-N","61048","120-50-3",0.057
"501","terpenes","alpha-phellandrene","OGLDWXZKYODSOB-SNVBAGLBSA-N","442482","99-83-2",0.006
"521","acids","caffeic acid","QAIPRVGONGVQAS-RQOWECAXSA-N","1549111","331-39-5",0.069
"525","terpenes","valencene","QEBNYNLSCGVZOH-UHFFFAOYSA-N","288227","4630-07-3",0.063
"529","aromatics","n-pentyl benzoate","QKNZNUNCDJZTCH-UHFFFAOYSA-N","16296","2049-96-9",0.015
"544","aromatics","benzyl benzoate","SESFRYSPDFLNCH-UHFFFAOYSA-N","2345","120-51-4",0.039
"553","aromatics","4-methyl-2-nitrophenol","SYDNSSSQVSOXTN-UHFFFAOYSA-N","8391","119-33-5",0.717
"575","aromatics","4-ethylresorcinol","VGMJYYDKPUPTID-UHFFFAOYSA-N","17927","2896-60-8",0.069
"578","aromatics","benzyl butyrate","VONGZNXBKCOUHB-UHFFFAOYSA-N","7650","103-37-7",0.033
"587","aromatics","phenylacetaldehyde dimethyl acetal","WNJSKZBEWNVKGU-UHFFFAOYSA-N","60995","101-48-4",0
"590",NA,"amyl hexanoate","WRFZKAGPPQGDDQ-UHFFFAOYSA-N","10886","540-07-8",0.003
"595","aromatics","m-cymene","XCYJPXQACVEIOS-UHFFFAOYSA-N","10812","535-77-3",0.051
"602","alcohol","furfuryl alcohol","XPFVYQJUAUNWIW-UHFFFAOYSA-N","7361","98-00-0",0.167
"603","aromatics","butyl benzoate","XSIFPSYPOVKYCO-UHFFFAOYSA-N","8698","136-60-7",0.063
"609","terpenes","gamma-terpinene","YKFLAYDHMOASIY-UHFFFAOYSA-N","7461","99-85-4",0.051
"619","aromatics","benzyl valerate","YZJCDVRXBOPXSQ-UHFFFAOYSA-N","82584","10361-39-4",0.013
"623","aromatics","benzyl salicylate","ZCTQGTTXIYCGGC-UHFFFAOYSA-N","8363","118-58-1",0.076
"624","amine","skatole","ZFRKQXVRDFCRJG-UHFFFAOYSA-N","6736","83-34-1",-0.004
"630","aromatics","ethyl gallate","VFPFQHQNJCMNBZ-UHFFFAOYSA-N","13250","831-61-8",0.02
"631","aromatics","ethyl vanillin","CBOQJANXLMLOSS-UHFFFAOYSA-N","8467","121-32-4",0.357
"632","aromatics","quercetin","REFJWTPEDVJJIY-UHFFFAOYSA-N","5280343","117-39-5",0.057
"633","aromatics","butylhydroxytoluene","NLZUEZXRPGMBCV-UHFFFAOYSA-N","31404","128-37-0",0.018
"634","aromatics","ethyl protocatechuate","KBPUBCVJHFXPOC-UHFFFAOYSA-N","77547","3943-89-3",0.057
"635","aromatics","tyrosol","YCCILVSKPBXVIP-UHFFFAOYSA-N","10393","501-94-0",0.016
"636","aromatics","phenoxyethanol","XEFAJZOBODPHBG-UHFFFAOYSA-N","17848643","56101-99-6",0.069
