"","Class","Name","InChIKey","CID","CAS","model.response"
"69","aldehyde","acetaldehyde","IKHGUXGNUITLKF-UHFFFAOYSA-N","177","75-07-0",-0.162
"70","aldehyde","propanal","NBBJYMSMWIIQGU-UHFFFAOYSA-N","527","123-38-6",-0.182
"71","aldehyde","butanal","ZTQSAGDEMFDKMZ-UHFFFAOYSA-N","261","123-72-8",-0.071
"72","aldehyde","pentanal","HGBOYTHUEUWSSQ-UHFFFAOYSA-N","8063","110-62-3",-0.057
"73","aldehyde","hexanal","JARKCYVAAOWBJS-UHFFFAOYSA-N","6184","66-25-1",-0.072
"74","aldehyde","E2-hexenal","MBDOYVRWFFCFHM-SNAWJCMRSA-N","5281168","6728-26-3",0.057
"75","O ring","furfural","HYBBIBNJHNGZAN-UHFFFAOYSA-N","7362","98-01-1",-0.069
"76","aldehyde","2-propenal","HGINCPLSRVDWNT-UHFFFAOYSA-N","7847","107-02-8",-0.04
"77","aldehyde","octanal","NUJGJRNETVAIRJ-UHFFFAOYSA-N","454","124-13-0",-0.157
"78","aldehyde","decanal","KSMVZQYAVGTKIV-UHFFFAOYSA-N","8175","112-31-2",-0.068
"79","aldehyde","heptanal","FXHGMKSSBGDXIY-UHFFFAOYSA-N","8130","111-71-7",-0.068
"81","aldehyde","nonanal","GYHFUZHODSMOHU-UHFFFAOYSA-N","31289","124-19-6",-0.166
"83","ketone","acetone","CSCPPACGZOOCGX-UHFFFAOYSA-N","180","67-64-1",-0.019
"84","ketone","2-butanone","ZWEHNKRNPOVVGH-UHFFFAOYSA-N","6569","78-93-3",-0.04
"85","ketone","2-pentanone","XNLICIUVMPYHGG-UHFFFAOYSA-N","7895","107-87-9",-0.088
"86","ketone","2-heptanone","CATSNJVOTSVZJV-UHFFFAOYSA-N","8051","110-43-0",-0.013
"87","ketone","6-methyl-5-hepten-2-one","UHEPJGULSIKKTP-UHFFFAOYSA-N","9862","110-93-0",0.056
"88","ketone","2,3-butanedione","QSJXEFYPDANLFS-UHFFFAOYSA-N","650","431-03-8",-0.008
"90","ketone","3-penten-2-one","LABTWGUMFABVFG-ARJAWSKDSA-N","12248","625-33-2",-0.008
"91","ketone","2-hexanone","QQZOPKMRPOGIEB-UHFFFAOYSA-N","11583","591-78-6",-0.071
"92","ketone","3-hexanone","PFCHFHIRKBAQGU-UHFFFAOYSA-N","11509","589-38-8",-0.131
"93","ketone","cyclohexanone","JHIVVAPYMSGYDF-UHFFFAOYSA-N","7967","108-94-1",-0.004
"94","ketone","2-octanone","ZPVFWPFBNIEHGJ-UHFFFAOYSA-N","8093","111-13-7",-0.051
"95","ketone","nonanone","VKCYHJWLYTUGCC-UHFFFAOYSA-N","13187","821-55-6",-0.076
"97","arom","phenethyl alcohol","WRMNZCZEMHIOCP-UHFFFAOYSA-N","6054","60-12-8",-0.048
"98","arom","benzyl alcohol","WVDDGKGOMKODPV-UHFFFAOYSA-N","244","100-51-6",-0.058
"99","arom","methyl salicylate","OSWPMRLSEDHDFF-UHFFFAOYSA-N","4133","119-36-8",0.049
"100","arom","methyl benzoate","QPJVMBTYPHYUOC-UHFFFAOYSA-N","7150","93-58-3",-0.01
"101","arom","ethyl benzoate","MTZQAGJQAFMTAQ-UHFFFAOYSA-N","7165","93-89-0",-0.029
"102","arom","phenethyl acetate","MDHYEMXUFSJLGV-UHFFFAOYSA-N","7654","103-45-7",-0.038
"103","arom","benzaldehyde","HUMNYLRZRPPJDN-UHFFFAOYSA-N","240","100-52-7",-0.069
"104","arom","phenylacetaldehyde","DTUQWGWMVIHBKE-UHFFFAOYSA-N","998","122-78-1",-0.043
"105","arom","acetophenone","KWOLFJPFCHCOCG-UHFFFAOYSA-N","7410","98-86-2",-0.015
"106","arom","ethyl cinnamate","KBEBGUQPQBELIU-CMDGGOBGSA-N","637758","103-36-6",-0.001
"107","arom","2-methylphenol","QWVGKYWNOKOFNN-UHFFFAOYSA-N","335","95-48-7",-0.071
"108","arom","4-ethylguaiacol","CHWNEIVBYREQRF-UHFFFAOYSA-N","62465","2785-89-9",-0.013
"109","arom","eugenol","RRAFCDWBNXTKKO-UHFFFAOYSA-N","3314","97-53-0",-0.017
"112","arom","4-propenyl anisole","RUVINXPYWBROJD-ONEGZZNKSA-N","637563","104-46-1",0.044
"113","arom","4-methoxybenzaldehyde","ZRSNZINYAWTAHE-UHFFFAOYSA-N","31244","123-11-5",0.093
"115","arom","4-methoxybenzene","RDOXTESZEPMUJZ-UHFFFAOYSA-N","7519","100-66-3",-0.021
"116","arom","4-allyl-1,2-dimethoxybenzene","ZYEMGPIYFIJGTP-UHFFFAOYSA-N","7127","93-15-2",0.016
"119","arom","iso-eugenol","BJIOGJUNALELMI-ONEGZZNKSA-N","853433","97-54-1",-0.06
"120","arom","4-methylphenol","IWDCLRJOBJJRNH-UHFFFAOYSA-N","2879","106-44-5",0.034
"122","arom","2-propylphenol","LCHYEKKJCUJAKN-UHFFFAOYSA-N","12570","644-35-9",-0.098
"124","arom","benzonitrile","JFDZBHWFFUWGJE-UHFFFAOYSA-N","7505","100-47-0",-0.001
"125","arom","methyl jasmonate","GEWDNTWNSAZUDX-SNAWJCMRSA-N","62388","39924-52-2",-0.002
"129","arom","2-ethylphenol","IXQGCWUGDFDQMF-UHFFFAOYSA-N","6997","90-00-6",-0.168
"132","alcohol","methanol","OKKJLVBELUTLKV-UHFFFAOYSA-N","887","67-56-1",-0.053
"133","alcohol","ethanol","LFQSCWFLJHTTHZ-UHFFFAOYSA-N","702","64-17-5",-0.056
"134","alcohol","1-propanol","BDERNNFJNOPAEC-UHFFFAOYSA-N","1031","71-23-8",-0.045
"135","alcohol","1-butanol","LRHPLDYGYMQRHN-UHFFFAOYSA-N","263","71-36-3",-0.065
"136","alcohol","1-pentanol","AMQJEAYHLZJPGS-UHFFFAOYSA-N","6276","71-41-0",-0.088
"137","alcohol","1-hexanol","ZSIAUFGUXNUGDI-UHFFFAOYSA-N","8103","111-27-3",-0.124
"138","alcohol","1-octanol","KBPLFHHGFOOTCA-UHFFFAOYSA-N","957","111-87-5",-0.094
"140","alcohol","2-pentanol","JYVLIDXNZAXMDK-UHFFFAOYSA-N","22386","6032-29-7",-0.101
"141","alcohol","3-methyl-butanol","PHTQWCKDNZKARW-UHFFFAOYSA-N","31260","123-51-3",-0.099
"142","alcohol","3-methyl-2-buten-1-ol","ASUAYTHWZCLXAN-UHFFFAOYSA-N","11173","556-82-1",-0.065
"143","alcohol","1-penten-3-ol","VHVMXWZXFBOANQ-UHFFFAOYSA-N","12020","616-25-1",-0.126
"144","alcohol","1-octen-3-ol","VSMOENVRRABVKN-UHFFFAOYSA-N","18827","3391-86-4",-0.071
"145","alcohol","E2-hexenol","ZCHHRLHTBGRGOT-SNAWJCMRSA-N","5318042","928-95-0",-0.156
"146","alcohol","Z2-hexenol","ZCHHRLHTBGRGOT-PLNGDYQASA-N","5324489","928-94-9",-0.11
"147","alcohol","E3-hexenol","UFLHIIWVXFIJGU-ONEGZZNKSA-N","5284503","928-97-2",-0.11
"148","alcohol","Z3-hexenol","UFLHIIWVXFIJGU-ARJAWSKDSA-N","5281167","928-96-1",-0.093
"149","alcohol","glycerol","PEDCQBHIVMGVHV-UHFFFAOYSA-N","753","56-81-5",-0.001
"150","alcohol","2,3-butanediol","OWBTYPJTUOEWEK-UHFFFAOYSA-N","262","513-85-9",-0.025
"151","alcohol","cyclohexanol","HPXRVTGHNJAIIH-UHFFFAOYSA-N","7966","108-93-0",-0.047
"152","alcohol","decanol","MWKFXSUHUHTGQN-UHFFFAOYSA-N","8174","112-30-1",0.061
"153","alcohol","4-methylcyclohexanol","MQWCXKGKQLNYQG-UHFFFAOYSA-N","11524","589-91-3",0.011
"155","alcohol","3-octanol","NMRPBPVERJPACX-UHFFFAOYSA-N","11527","589-98-0",-0.06
"157","alcohol","4-octanol","WOFPPJOZXUTRAU-UHFFFAOYSA-N","11515","589-62-8",-0.059
"158","alcohol","2-heptanol","CETWDUZRCINIHU-UHFFFAOYSA-N","10976","543-49-7",-0.086
"159","alcohol","2-hexanol","QNVRIHYSUZMSGM-UHFFFAOYSA-N","12297","626-93-7",-0.169
"161","alcohol","1-hexen-3-ol","BVOSSZSHBZQJOI-UHFFFAOYSA-N","20928","4798-44-1",-0.044
"163","ester","methyl acetate","KXKVLQRXCPHEJC-UHFFFAOYSA-N","6584","79-20-9",-0.053
"164","ester","ethyl acetate","XEKOWRVHYACXOJ-UHFFFAOYSA-N","8857","141-78-6",-0.006
"165","ester","propyl acetate","YKYONYBAUNKHLG-UHFFFAOYSA-N","7997","109-60-4",-0.11
"166","ester","butyl acetate","DKPFZGUDAPQIHT-UHFFFAOYSA-N","31272","123-86-4",-0.151
"167","ester","pentyl acetate","PGMYKACGEOXYJE-UHFFFAOYSA-N","12348","628-63-7",-0.064
"168","ester","hexyl acetate","AOGQPLXWSUTHQB-UHFFFAOYSA-N","8908","142-92-7",-0.085
"169","ester","isobutyl acetate","GJRQTCIYDGXPES-UHFFFAOYSA-N","8038","110-19-0",-0.075
"170","ester","isopentyl acetate","MLFHJEHSLIIPHL-UHFFFAOYSA-N","31276","123-92-2",-0.162
"171","ester","E2-hexenyl acetate","HRHOWZHRCRZVCU-WAYWQWQTSA-N","2733294","2497-18-9",-0.08
"172","ester","methyl butyrate","UUIQMZJEGPQKFD-UHFFFAOYSA-N","12180","623-42-7",-0.065
"173","ester","ethyl butyrate","OBNCKNCVKJNDBV-UHFFFAOYSA-N","7762","105-54-4",-0.04
"174","ester","hexyl butyrate","XAPCMTMQBXLDBB-UHFFFAOYSA-N","17525","2639-63-6",-0.034
"175","ester","ethyl 3-hydroxybutyrate","OMSUIQOIVADKIM-UHFFFAOYSA-N","62572","5405-41-4",-0.126
"176","ester","ethyl propionate","FKRCODPIKNYEAC-UHFFFAOYSA-N","7749","105-37-3",-0.059
"177","ester","ethyl methanoate","WBJINCZRORDGAQ-UHFFFAOYSA-N","8025","109-94-4",-0.028
"178","ester","methyl hexanoate","NUKZAGXMHTUAFE-UHFFFAOYSA-N","7824","106-70-7",-0.101
"179","ester","ethyl hexanoate","SHZIWNPUGXLXDT-UHFFFAOYSA-N","31265","123-66-0",-0.088
"180","ester","hexyl hexanoate","NCDCLPBOMHPFCV-UHFFFAOYSA-N","22873","6378-65-0",0.017
"181","ester","methyl octanoate","JGHZJRVDZXSNKQ-UHFFFAOYSA-N","8091","111-11-5",-0.068
"182","ester","ethyl octanoate","YYZUSRORWSJGET-UHFFFAOYSA-N","7799","106-32-1",-0.018
"183","ester","ethyl decanoate","RGXWDWUGBIJHDO-UHFFFAOYSA-N","8048","110-38-3",-0.007
"184","ester","ethyl trans-2-butenoate","ZFDIRQKJPRINOQ-HWKANZROSA-N","429065","623-70-1",-0.101
"185","ester","ethyl lactate","LZCLXQDLBQLTDK-UHFFFAOYSA-N","92831","97-64-3",-0.075
"186","ester","diethyl succinate","DKMROQRQHGEIOW-UHFFFAOYSA-N","31249","123-25-1",-0.04
"194","ester","2-methyl butyl acetate","XHIUFYZDQBSEMF-UHFFFAOYSA-N","12209","624-41-9",-0.084
"197","ester","ethyl (R)-(-)-3-hydroxybutanoate","OMSUIQOIVADKIM-RXMQYKEDSA-N","440030","24915-95-5",0.069
"198","ester","ethyl (S)-(+)-3-hydroxybutanoate","OMSUIQOIVADKIM-YFKPBYRVSA-N","6950306","56816-01-4",-0.036
"199","ester","ethyl 2-methylbutanoate","HCRBXQFHJMCTLF-UHFFFAOYSA-N","24020","7452-79-1",-0.02
"202","ester","methyl 3-hydroxy hexanoate","ACCRBMDJCPPJDX-UHFFFAOYSA-N","519845","21188-58-9",0.005
"203","ester","ethyl 3-hydroxyhexanoate","LYRIITRHDCNUHV-UHFFFAOYSA-N","61293","2305-25-1",0.02
"205","ester","isoamyl tiglate","ZARFDQHJMNVNLE-WEVVVXLNSA-N","5463682","41519-18-0",0.058
"206","ester","isopropyl butyrate","FFOPEPMHKILNIT-UHFFFAOYSA-N","61184","638-11-9",-0.012
"207","ester","methyl tiglate","YYJWBYNQJLBIGS-PLNGDYQASA-N","5323652","6622-76-0",0.074
"208","ester","ethyl 2-methyl-2e-butenoate","OAPHLAAOJMTMLY-GQCTYLIASA-N","5281163","5837-78-5",0.001
"209","ester","isopropyl tiglate","VUPBIVVRPJDWNW-FNORWQNLSA-N","5367745","1733-25-1",-0.049
"210","ester","ethyl isovalerate","PPXUHEORWJQRHJ-UHFFFAOYSA-N","7945","108-64-5",0.051
"211","ester","heptyl acetate","ZCZSIDMEHXZRLG-UHFFFAOYSA-N","8159","112-06-1",-0.025
"212","ester","Z3-hexenyl acetate","NPFVOOAXDOBMCE-PLNGDYQASA-N","5363388","3681-71-8",-0.09
"213","ester","hexyl methanoate","OUGPMNMLWKSBRI-UHFFFAOYSA-N","61177","629-33-4",-0.058
"216","O ring","acetyl furan","IEMMBWWQXVXBEU-UHFFFAOYSA-N","14505","1192-62-7",-0.198
"217","O ring","beta-butyrolactone","GSCLMSFRWBPUSK-UHFFFAOYSA-N","18303","3068-88-0",0.016
"218","O ring","gamma-valerolactone","GAEKPEKOJKCEMS-UHFFFAOYSA-N","7921","108-29-2",-0.058
"220","O ring","gamma-propyl-gamma-butyrolactone","VLSVVMPLPMNWBH-UHFFFAOYSA-N","7742","105-21-5",-0.119
"221","other","oil","solvent","solvent","solvent",0.008
"222","other","heptane","IMNFDUFMRHMDMM-UHFFFAOYSA-N","8900","142-82-5",-0.013
"223","other","octane","TVMXDCGIABBOFY-UHFFFAOYSA-N","356","111-65-9",-0.001
"224","other","nonane","BKIMMITUMNQMOS-UHFFFAOYSA-N","8141","111-84-2",0.01
"225","other","carbon dioxide","CURLTUGMZLYLDI-UHFFFAOYSA-N","280","124-38-9",0.028
