"","Class","Name","InChIKey","CID","CAS","model.response"
"133","alcohol","ethanol","LFQSCWFLJHTTHZ-UHFFFAOYSA-N","702","64-17-5",0.028
"134","alcohol","1-propanol","BDERNNFJNOPAEC-UHFFFAOYSA-N","1031","71-23-8",0.031
"135","alcohol","1-butanol","LRHPLDYGYMQRHN-UHFFFAOYSA-N","263","71-36-3",0.071
"136","alcohol","1-pentanol","AMQJEAYHLZJPGS-UHFFFAOYSA-N","6276","71-41-0",0.147
"137","alcohol","1-hexanol","ZSIAUFGUXNUGDI-UHFFFAOYSA-N","8103","111-27-3",0.042
"138","alcohol","1-octanol","KBPLFHHGFOOTCA-UHFFFAOYSA-N","957","111-87-5",0.086
"140","alcohol","2-pentanol","JYVLIDXNZAXMDK-UHFFFAOYSA-N","22386","6032-29-7",0.162
"141","alcohol","3-methyl-butanol","PHTQWCKDNZKARW-UHFFFAOYSA-N","31260","123-51-3",0.083
"142","alcohol","3-methyl-2-buten-1-ol","ASUAYTHWZCLXAN-UHFFFAOYSA-N","11173","556-82-1",0.107
"143","alcohol","1-penten-3-ol","VHVMXWZXFBOANQ-UHFFFAOYSA-N","12020","616-25-1",0.116
"144","alcohol","1-octen-3-ol","VSMOENVRRABVKN-UHFFFAOYSA-N","18827","3391-86-4",0.029
"145","alcohol","E2-hexenol","ZCHHRLHTBGRGOT-SNAWJCMRSA-N","5318042","928-95-0",0.026
"146","alcohol","Z2-hexenol","ZCHHRLHTBGRGOT-PLNGDYQASA-N","5324489","928-94-9",0.104
"147","alcohol","E3-hexenol","UFLHIIWVXFIJGU-ONEGZZNKSA-N","5284503","928-97-2",0.083
"148","alcohol","Z3-hexenol","UFLHIIWVXFIJGU-ARJAWSKDSA-N","5281167","928-96-1",0.083
"149","alcohol","glycerol","PEDCQBHIVMGVHV-UHFFFAOYSA-N","753","56-81-5",-0.009
"150","alcohol","2,3-butanediol","OWBTYPJTUOEWEK-UHFFFAOYSA-N","262","513-85-9",0.052
"153","alcohol","4-methylcyclohexanol","MQWCXKGKQLNYQG-UHFFFAOYSA-N","11524","589-91-3",0.024
"154","alcohol","1-heptanol","BBMCTIGTTCKYKF-UHFFFAOYSA-N","8129","111-70-6",0.076
"155","alcohol","3-octanol","NMRPBPVERJPACX-UHFFFAOYSA-N","11527","589-98-0",0.055
"156","alcohol","1-nonanol","ZWRUINPWMLAQRD-UHFFFAOYSA-N","8914","143-08-8",-0.027
"163","ester","methyl acetate","KXKVLQRXCPHEJC-UHFFFAOYSA-N","6584","79-20-9",0.025
"164","ester","ethyl acetate","XEKOWRVHYACXOJ-UHFFFAOYSA-N","8857","141-78-6",0.022
"165","ester","propyl acetate","YKYONYBAUNKHLG-UHFFFAOYSA-N","7997","109-60-4",0.012
"166","ester","butyl acetate","DKPFZGUDAPQIHT-UHFFFAOYSA-N","31272","123-86-4",0.089
"167","ester","pentyl acetate","PGMYKACGEOXYJE-UHFFFAOYSA-N","12348","628-63-7",0.033
"168","ester","hexyl acetate","AOGQPLXWSUTHQB-UHFFFAOYSA-N","8908","142-92-7",0.052
"169","ester","isobutyl acetate","GJRQTCIYDGXPES-UHFFFAOYSA-N","8038","110-19-0",0.067
"170","ester","isopentyl acetate","MLFHJEHSLIIPHL-UHFFFAOYSA-N","31276","123-92-2",0.056
"171","ester","E2-hexenyl acetate","HRHOWZHRCRZVCU-WAYWQWQTSA-N","2733294","2497-18-9",0.042
"172","ester","methyl butyrate","UUIQMZJEGPQKFD-UHFFFAOYSA-N","12180","623-42-7",0.055
"173","ester","ethyl butyrate","OBNCKNCVKJNDBV-UHFFFAOYSA-N","7762","105-54-4",0.02
"174","ester","hexyl butyrate","XAPCMTMQBXLDBB-UHFFFAOYSA-N","17525","2639-63-6",0.014
"175","ester","ethyl 3-hydroxybutyrate","OMSUIQOIVADKIM-UHFFFAOYSA-N","62572","5405-41-4",0.004
"176","ester","ethyl propionate","FKRCODPIKNYEAC-UHFFFAOYSA-N","7749","105-37-3",0.028
"177","ester","ethyl methanoate","WBJINCZRORDGAQ-UHFFFAOYSA-N","8025","109-94-4",-0.006
"178","ester","methyl hexanoate","NUKZAGXMHTUAFE-UHFFFAOYSA-N","7824","106-70-7",0.034
"179","ester","ethyl hexanoate","SHZIWNPUGXLXDT-UHFFFAOYSA-N","31265","123-66-0",0.014
"180","ester","hexyl hexanoate","NCDCLPBOMHPFCV-UHFFFAOYSA-N","22873","6378-65-0",-0.007
"181","ester","methyl octanoate","JGHZJRVDZXSNKQ-UHFFFAOYSA-N","8091","111-11-5",0.028
"182","ester","ethyl octanoate","YYZUSRORWSJGET-UHFFFAOYSA-N","7799","106-32-1",0.004
"183","ester","ethyl decanoate","RGXWDWUGBIJHDO-UHFFFAOYSA-N","8048","110-38-3",-0.009
"184","ester","ethyl trans-2-butenoate","ZFDIRQKJPRINOQ-HWKANZROSA-N","429065","623-70-1",0.028
"185","ester","ethyl lactate","LZCLXQDLBQLTDK-UHFFFAOYSA-N","92831","97-64-3",0.107
"186","ester","diethyl succinate","DKMROQRQHGEIOW-UHFFFAOYSA-N","31249","123-25-1",0.077
"187","ester","octyl acetate","YLYBTZIQSIBWLI-UHFFFAOYSA-N","8164","112-14-1",0.093
"189","ester","methyl propionate","RJUFJBKOKNCXHH-UHFFFAOYSA-N","11124","554-12-1",-0.026
"192","N ring","indole","SIKJAQJRHWYJAI-UHFFFAOYSA-N","798","120-72-9",0.024
"199","ester","ethyl 2-methylbutanoate","HCRBXQFHJMCTLF-UHFFFAOYSA-N","24020","7452-79-1",0.024
"201","ester","ethyl pentanoate","ICMAFTSLXCXHRK-UHFFFAOYSA-N","10882","539-82-2",0.014
"215","ester","butyl propanoate","BTMVHUNTONAYDX-UHFFFAOYSA-N","11529","590-01-2",0.03
"218","O ring","gamma-valerolactone","GAEKPEKOJKCEMS-UHFFFAOYSA-N","7921","108-29-2",0.024
"221","other","oil","solvent","solvent","solvent",0.01
"225","other","carbon dioxide","CURLTUGMZLYLDI-UHFFFAOYSA-N","280","124-38-9",0.02
"226","N ring","2-isobutyl-3-methoxypyrazine","UXFSPRAGHGMRSQ-UHFFFAOYSA-N","32594","24683-00-9",0.024
"227","N ring","pyrrolidine","RWRDLPDLKQPQOW-UHFFFAOYSA-N","31268","123-75-1",0.024
"284",NA,"butylamine","HQABUPZFAYXKJW-UHFFFAOYSA-N","8007","109-73-9",-0.009
"289",NA,"phenylacetone","QCCDLTOVEPVEJK-UHFFFAOYSA-N","7678","103-79-7",0.018
"303","ester","prop-2-enyl acetate","FWZUNOYOVVKUNF-UHFFFAOYSA-N","11584","591-87-7",-0.016
"304","alcohol","(2R)-hexan-2-ol","QNVRIHYSUZMSGM-ZCFIWIBFSA-N","6993810","26549-24-6",0.21
"305","alcohol","hexa-2,4-dien-1-ol","MEIRRNXMZYDVDW-MQQKCMAXSA-N","8104","111-28-4",-0.009
"306","ester","ethyl 3-methylsulfanylpropanoate","YSNWHRKJEKWJNY-UHFFFAOYSA-N","61592","13327-56-5",-0.001
"307","alcohol","(2S)-heptan-2-ol","CETWDUZRCINIHU-ZETCQYMHSA-N","2724897","6033-23-4",0.139
"308","ester","ethyl 4-oxopentanoate","GMEONFUTDYJSNV-UHFFFAOYSA-N","10883","539-88-8",0.074
"309","ester","ethyl prop-2-enoate","JIGUQPWFLRLWPJ-UHFFFAOYSA-N","8821","140-88-5",-0.001
"310","ester","methyl 2-methylpropanoate","BHIWKHZACMWKOJ-UHFFFAOYSA-N","11039","547-63-7",-0.022
"311","ester","diethyl oxalate","WYACBZDAHNBPPB-UHFFFAOYSA-N","7268","95-92-1",-0.026
"312",NA,"chlorine","ZKQDCIXGCQPQNV-UHFFFAOYSA-N","24341","7778-54-3",-0.009
"313",NA,"methyldiethanolamine","CRVGTESFCCXCTH-UHFFFAOYSA-N","7767","105-59-9",-0.003
"314",NA,"ethyldiethanolamine","AKNUHUCEWALCOI-UHFFFAOYSA-O","6950113","139-87-7",-0.009
"315",NA,"diethyl phosphite","OSPSWZSRKYCQPF-UHFFFAOYSA-N","6327349","1809-19-4",-0.009
"316",NA,"triethyl phosphite","BDZBKCUKTQZUTL-UHFFFAOYSA-N","31215","122-52-1",-0.019
"317",NA,"2,3-dimethyl-2,3-dinitrobutane","DWCLXOREGBLXTD-UHFFFAOYSA-N","77577","3964-18-9",0.012
"318",NA,"2-ethyl-1-hexanol","YIWUKEYIRIRTPP-UHFFFAOYSA-N","7720","104-76-7",-0.006
"319",NA,"hexamine","VKYKSIONXSXAKP-UHFFFAOYSA-N","4101","100-97-0",-0.003
"320",NA,"hydrogen peroxide","MHAJPDPJQMAIIY-UHFFFAOYSA-N","784","7722-84-1",-0.019
"321",NA,"nitric acid","GRYLNZFGIOXLOG-UHFFFAOYSA-N","944","7697-37-2",0.012
"322",NA,"nitromethane","LYGJENNIWJXYER-UHFFFAOYSA-N","6375","75-52-5",0.012
"323",NA,"acetic anhydride","WFDIJRYMOXRFFG-UHFFFAOYSA-N","7918","108-24-7",0.007
"324",NA,"formamide","ZHNUHDYFZUAESO-UHFFFAOYSA-N","713","75-12-7",-0.019
"325",NA,"1-phenyl-2-nitropropene","WGSVFWFSJDAYBM-BQYQJAHWSA-N","1549520","705-60-2",0.005
"326",NA,"safrole","ZMQAAUBTXCXRIC-UHFFFAOYSA-N","5144","94-59-7",0.007
"327",NA,"diazinon","FHIVAFMUCKRCQO-UHFFFAOYSA-N","3017","333-41-5",0.01
"328",NA,"endosulfan","RDYMFSUJUZBWLH-UHFFFAOYSA-N","3224","115-29-7",-0.024
"329",NA,"potassium perchlorate","YLMGFJXSLBMXHK-UHFFFAOYSA-M","24247","7778-74-7",0.03
"330",NA,"sodium perchlorate","BAZAXWOYCMUHIX-UHFFFAOYSA-M","24247","7601-89-0",0.002
"331",NA,"sulfur","RWSOTUBLDIXVET-UHFFFAOYSA-N","402","7704-34-9",0.046
"332",NA,"cyclotrimethylenetrinitramine","XTFIVUDBNACUBN-UHFFFAOYSA-N","8490","121-82-4",0.018
"333",NA,"hexamethylene triperoxide-diamine","HMWPNDNFTFSCEB-UHFFFAOYSA-N","61101","283-66-9",0.007
"334",NA,"nitroglycerin","SNIOPGDIGTZGOP-UHFFFAOYSA-N","4510","55-63-0",0.012
"335",NA,"pentaerythritol tetranitrate","TZRXHJWUDPFEEY-UHFFFAOYSA-N","6518","78-11-5",0.038
"336",NA,"triacetone triperoxide","ZTLXICJMNFREPA-UHFFFAOYSA-N","4380970","17088-37-8",0.007
"337",NA,"2,4,6-trinitrotoluene","SPSSULHKWOKEEL-UHFFFAOYSA-N","8376","118-96-7",-0.019
"666",NA,"(R)-(+)-citronellal","NEHNMFOYXAPHSD-SNVBAGLBSA-N","75427","106-23-0",0.087
