"","Class","Name","InChIKey","CID","CAS","model.response"
"201","ester","ethyl pentanoate","ICMAFTSLXCXHRK-UHFFFAOYSA-N","10882","539-82-2",0.555
"221","other","oil","solvent","solvent","solvent",-0.019
"225","other","carbon dioxide","CURLTUGMZLYLDI-UHFFFAOYSA-N","280","124-38-9",-0.043
"227","N ring","pyrrolidine","RWRDLPDLKQPQOW-UHFFFAOYSA-N","31268","123-75-1",0.212
"241",NA,"2-phenylethylamine","BHHGXPLMPWCGHP-UHFFFAOYSA-N","1001","64-04-0",0.734
"248",NA,"pyridine","JUJWROOIHBZHMG-UHFFFAOYSA-N","1049","152758-95-7",-0.03
"249",NA,"2-oxovaleric acid","KDVFRMMRZOCFLS-UHFFFAOYSA-N","74563","1821-02-9",0
"262",NA,"ethyl amine","QUSNBJAOOMFDIB-UHFFFAOYSA-N","6341","85404-16-6",0.561
"266",NA,"phenylacetic acid","WLJVXDMOQOGPHL-UHFFFAOYSA-N","999","103-82-2",0.004
"275",NA,"spermidine","ATHGHQPFGPMSJY-UHFFFAOYSA-N","1102","124-20-9",-0.016
"289",NA,"phenylacetone","QCCDLTOVEPVEJK-UHFFFAOYSA-N","7678","103-79-7",0.053
"312",NA,"chlorine","ZKQDCIXGCQPQNV-UHFFFAOYSA-N","24341","7778-54-3",0.066
"313",NA,"methyldiethanolamine","CRVGTESFCCXCTH-UHFFFAOYSA-N","7767","105-59-9",0.03
"314",NA,"ethyldiethanolamine","AKNUHUCEWALCOI-UHFFFAOYSA-O","6950113","139-87-7",0.22
"315",NA,"diethyl phosphite","OSPSWZSRKYCQPF-UHFFFAOYSA-N","6327349","1809-19-4",0.22
"316",NA,"triethyl phosphite","BDZBKCUKTQZUTL-UHFFFAOYSA-N","31215","122-52-1",0.041
"317",NA,"2,3-dimethyl-2,3-dinitrobutane","DWCLXOREGBLXTD-UHFFFAOYSA-N","77577","3964-18-9",0.066
"318",NA,"2-ethyl-1-hexanol","YIWUKEYIRIRTPP-UHFFFAOYSA-N","7720","104-76-7",0.041
"319",NA,"hexamine","VKYKSIONXSXAKP-UHFFFAOYSA-N","4101","100-97-0",0.14
"320",NA,"hydrogen peroxide","MHAJPDPJQMAIIY-UHFFFAOYSA-N","784","7722-84-1",0.124
"321",NA,"nitric acid","GRYLNZFGIOXLOG-UHFFFAOYSA-N","944","7697-37-2",0.14
"322",NA,"nitromethane","LYGJENNIWJXYER-UHFFFAOYSA-N","6375","75-52-5",0.124
"323",NA,"acetic anhydride","WFDIJRYMOXRFFG-UHFFFAOYSA-N","7918","108-24-7",0.279
"324",NA,"formamide","ZHNUHDYFZUAESO-UHFFFAOYSA-N","713","75-12-7",0.041
"325",NA,"1-phenyl-2-nitropropene","WGSVFWFSJDAYBM-BQYQJAHWSA-N","1549520","705-60-2",0.14
"326",NA,"safrole","ZMQAAUBTXCXRIC-UHFFFAOYSA-N","5144","94-59-7",0.094
"327",NA,"diazinon","FHIVAFMUCKRCQO-UHFFFAOYSA-N","3017","333-41-5",0.409
"328",NA,"endosulfan","RDYMFSUJUZBWLH-UHFFFAOYSA-N","3224","115-29-7",0.453
"329",NA,"potassium perchlorate","YLMGFJXSLBMXHK-UHFFFAOYSA-M","24247","7778-74-7",0.22
"330",NA,"sodium perchlorate","BAZAXWOYCMUHIX-UHFFFAOYSA-M","24247","7601-89-0",-0.036
"331",NA,"sulfur","RWSOTUBLDIXVET-UHFFFAOYSA-N","402","7704-34-9",0.053
"332",NA,"cyclotrimethylenetrinitramine","XTFIVUDBNACUBN-UHFFFAOYSA-N","8490","121-82-4",0.409
"333",NA,"hexamethylene triperoxide-diamine","HMWPNDNFTFSCEB-UHFFFAOYSA-N","61101","283-66-9",0.236
"334",NA,"nitroglycerin","SNIOPGDIGTZGOP-UHFFFAOYSA-N","4510","55-63-0",0.383
"335",NA,"pentaerythritol tetranitrate","TZRXHJWUDPFEEY-UHFFFAOYSA-N","6518","78-11-5",0.349
"336",NA,"triacetone triperoxide","ZTLXICJMNFREPA-UHFFFAOYSA-N","4380970","17088-37-8",0.109
"337",NA,"2,4,6-trinitrotoluene","SPSSULHKWOKEEL-UHFFFAOYSA-N","8376","118-96-7",0.438
