"","Class","Name","InChIKey","CID","CAS","model.response"
"201","ester","ethyl pentanoate","ICMAFTSLXCXHRK-UHFFFAOYSA-N","10882","539-82-2",0.131
"221","other","oil","solvent","solvent","solvent",-0.001
"289",NA,"phenylacetone","QCCDLTOVEPVEJK-UHFFFAOYSA-N","7678","103-79-7",0.135
"312",NA,"chlorine","ZKQDCIXGCQPQNV-UHFFFAOYSA-N","24341","7778-54-3",0.059
"313",NA,"methyldiethanolamine","CRVGTESFCCXCTH-UHFFFAOYSA-N","7767","105-59-9",0.009
"314",NA,"ethyldiethanolamine","AKNUHUCEWALCOI-UHFFFAOYSA-O","6950113","139-87-7",-0.036
"315",NA,"diethyl phosphite","OSPSWZSRKYCQPF-UHFFFAOYSA-N","6327349","1809-19-4",0.153
"316",NA,"triethyl phosphite","BDZBKCUKTQZUTL-UHFFFAOYSA-N","31215","122-52-1",0.087
"317",NA,"2,3-dimethyl-2,3-dinitrobutane","DWCLXOREGBLXTD-UHFFFAOYSA-N","77577","3964-18-9",-0.034
"318",NA,"2-ethyl-1-hexanol","YIWUKEYIRIRTPP-UHFFFAOYSA-N","7720","104-76-7",0.068
"319",NA,"hexamine","VKYKSIONXSXAKP-UHFFFAOYSA-N","4101","100-97-0",-0.009
"320",NA,"hydrogen peroxide","MHAJPDPJQMAIIY-UHFFFAOYSA-N","784","7722-84-1",0.003
"321",NA,"nitric acid","GRYLNZFGIOXLOG-UHFFFAOYSA-N","944","7697-37-2",0.048
"322",NA,"nitromethane","LYGJENNIWJXYER-UHFFFAOYSA-N","6375","75-52-5",-0.023
"323",NA,"acetic anhydride","WFDIJRYMOXRFFG-UHFFFAOYSA-N","7918","108-24-7",0.068
"324",NA,"formamide","ZHNUHDYFZUAESO-UHFFFAOYSA-N","713","75-12-7",0.021
"325",NA,"1-phenyl-2-nitropropene","WGSVFWFSJDAYBM-BQYQJAHWSA-N","1549520","705-60-2",-0.016
"326",NA,"safrole","ZMQAAUBTXCXRIC-UHFFFAOYSA-N","5144","94-59-7",0.054
"327",NA,"diazinon","FHIVAFMUCKRCQO-UHFFFAOYSA-N","3017","333-41-5",0.096
"328",NA,"endosulfan","RDYMFSUJUZBWLH-UHFFFAOYSA-N","3224","115-29-7",-0.003
"329",NA,"potassium perchlorate","YLMGFJXSLBMXHK-UHFFFAOYSA-M","24247","7778-74-7",-0.016
"330",NA,"sodium perchlorate","BAZAXWOYCMUHIX-UHFFFAOYSA-M","24247","7601-89-0",0.021
"331",NA,"sulfur","RWSOTUBLDIXVET-UHFFFAOYSA-N","402","7704-34-9",-0.003
"332",NA,"cyclotrimethylenetrinitramine","XTFIVUDBNACUBN-UHFFFAOYSA-N","8490","121-82-4",-0.027
"333",NA,"hexamethylene triperoxide-diamine","HMWPNDNFTFSCEB-UHFFFAOYSA-N","61101","283-66-9",-0.014
"334",NA,"nitroglycerin","SNIOPGDIGTZGOP-UHFFFAOYSA-N","4510","55-63-0",-0.003
"335",NA,"pentaerythritol tetranitrate","TZRXHJWUDPFEEY-UHFFFAOYSA-N","6518","78-11-5",-0.014
"336",NA,"triacetone triperoxide","ZTLXICJMNFREPA-UHFFFAOYSA-N","4380970","17088-37-8",0.009
"337",NA,"2,4,6-trinitrotoluene","SPSSULHKWOKEEL-UHFFFAOYSA-N","8376","118-96-7",-0.003
